name,ratings,prices,aminities,location,description
Nile Dream Apartment House Luxor,,"EGP 23,836",",Free parking,Free High Speed Internet (WiFi),Pool,Bicycle rental,Horseback riding,Airport transportation,BBQ facilities,Sun terrace,Outdoor pool,Darts,Shuttle bus service,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Washing machine,Ironing service,Air conditioning,Wake-up service / alarm clock,Kitchenette,Refrigerator,Kitchenware,Bath / shower,Hair dryer,Family rooms","Al Bairat - Al Jorf Street, West Bank, Luxor Egypt",
Hilton Luxor Resort & Spa,5.0,"EGP 4,457",",Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Free breakfast,Babysitting,Highchairs available,Free shuttle or taxi services,Valet parking,Wifi,Hot bath,Pool / beach towels,Infinity pool,Pool with view,Outdoor pool,Heated pool,Yoga classes,Fitness / spa changing rooms,Fitness classes,Personal trainer,Sauna,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Happy hour,Outdoor dining area,Special diet menus,Swimup bar,Poolside bar,Airport transportation,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Spa,Body wrap,Couples massage,Facial treatments,Foot bath,Foot massage,Full body massage,Hand massage,Head massage,Manicure,Massage,Neck massage,Pedicure,Salon,Steam room,Waxing services,24-hour security,Baggage storage,Concierge,Currency exchange,Gift shop,Newspaper,Shops,Sun loungers / beach chairs,Sun umbrellas,ATM on site,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Allergy-free room,Blackout curtains,Air conditioning,Housekeeping,Interconnected rooms available,Minibar,Flatscreen TV,Walk-in shower,Bathrobes,Private balcony,Room service,Safe,Telephone,VIP room facilities,Iron,Wake-up service / alarm clock,Electric kettle,Pool view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","New Karnak, Luxor Egypt","If you desire to visit Luxor, you will find Hilton Luxor Resort & Spa the ideal base from which to explore the rich and ancient culture of the Nile Valley. Situated on the east bank, you can enjoy glorious, unobstructed views of the river Nile from our unique, water's edge location, with the largest waterfront on the Nile. Luxor is the site of ancient Thebes, and has a legendary reputation as the world’s finest open air museum, with an unparalleled range of historic monuments. The Temple of Karnak and Valley of Kings are on our doorstep. Our newly renovated resort & spa offers the ultimate in luxury, unparalleled in Luxor. Lounge in one of our five stylish bars, perhaps smoking a shisha pipe while gazing at the Nile. Sample the finest in Egyptian, Eastern and international cuisine in one of our three restaurants Rosetta, Olives and Silk road. Hilton Luxor boasts a World Class Spa covering an area of 1,150 m², including a beautiful garden, a 160 m2 Spa Infinity Pool, and 12 individual treatment rooms. Our palatial Karnak ballroom is the most contemporary and cutting-edge Nile Valley venue for corporate events and celebrations.You will find the attention to service as immaculate as the hotel’s contemporary Arabic design, At Hilton Luxor our highly trained and dedicated staff will make you feel like a Pharaoh during your Egypt holiday."
Pyramisa Hotel Luxor,3.5,"EGP 1,033",",Free High Speed Internet (WiFi),Pool,Free breakfast,Banquet room,Meeting rooms,24-hour check-in,24-hour front desk,Dry cleaning,Wifi,Outdoor pool,Bar / lounge,Restaurant,Breakfast buffet,Poolside bar,Express check-in / check-out,Laundry service,Blackout curtains,Air conditioning,Desk,Housekeeping,Private balcony,Electric kettle,Flatscreen TV,Hair dryer,Room service,Safe,Telephone,Bottled water,Pool view,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Khaled Ibn El Walid St, Luxor Egypt","The biggest 4 star hotel directly on the Nile in the heart of Luxor. Most of the large 350 rooms and 100 family suites enjoy panoramic views of the Nile, gardens and 2 large swimming pools. In addition to a heated swimming-pool, resort facilities include Italian, Chinese and oriental restaurants, bar, lounge, children playground and a gym."
Fayrouz Apartmernts,,"EGP 1,007",,"East Bank, Al Fayrouz, Etemad Street, Luxor 85111 Egypt",
Luxor Hotel Armed Forces,,"EGP 1,734",,"Elsaid Yousef Street Kornish Al Nile, El-Karnak, Luxor Egypt",
New Saint Catherine Hotel,,EGP 458,,,
Tasneem Palace,,EGP 534,,"Gezerat Albairat, West Bank, Luxor 85111 Egypt",
Villa on Luxor,,EGP 615,,,
Iberotel Luxor,4.0,"EGP 1,860",",Free internet,Outdoor pool,Bar / lounge,Airport transportation,Business Centre with Internet Access,Banquet room,Baggage storage,Concierge,Public wifi,Paid internet,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Swimup bar,Poolside bar,Taxi service,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Housekeeping,Private balcony,Room service,Safe,Telephone,Minibar,Cable / satellite TV,VIP room facilities,Wake-up service / alarm clock,Non-smoking rooms","Khaled Ibn El Walid Street, Luxor Egypt","Iberotel Luxor has an excellent location direclty overlooking the banks of the Nile & is ideal for romantic getaways, honeymoons or those fascinated by the marvels and mysteries of ancient Egypt. Centrally located in Luxor, it's just ten minutes walking from the Temple of Luxor. This four-star property offers spectacular views of the river, the west bank & the distant hills of Thebes from its rooms & from the verdant garden terrace. Near the hotel, the ferry crossing to the west bank will allow you to visit the Valley of the Kings, Valley of the Queens, Hatshepsut Temple and the Memnon Colossus while the Temple of Karnak is just three km away. The hotel is the winner of Tripadvisor Certificate of Excellence for 2012 & 2011, the winner of E-cristal certificate for 2012,Iso -14001 for 2012, Travelife Gold Award winner for 2011 & 2010 & the Cristal Certificate of Excellence 2010."
Blue House,,EGP 917,,"Ramla Street, Luxor 85111 Egypt",
Nile Dream Apartment House Luxor,,"EGP 23,836",",Free parking,Free High Speed Internet (WiFi),Pool,Bicycle rental,Horseback riding,Airport transportation,BBQ facilities,Sun terrace,Outdoor pool,Darts,Shuttle bus service,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Washing machine,Ironing service,Air conditioning,Wake-up service / alarm clock,Kitchenette,Refrigerator,Kitchenware,Bath / shower,Hair dryer,Family rooms","Al Bairat - Al Jorf Street, West Bank, Luxor Egypt",
Sofitel Winter Palace Luxor,4.5,,",Free parking,Free internet,Pool,Free breakfast,Babysitting,Airport transportation,Business Centre with Internet Access,Conference facilities,Parking,Wifi,Pool / beach towels,Pool with view,Outdoor pool,Heated pool,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Special diet menus,Swimup bar,Poolside bar,Car hire,Taxi service,Banquet room,Meeting rooms,Salon,24-hour security,Baggage storage,Concierge,Gift shop,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,Butler service,Doorperson,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Shoeshine,Air conditioning,Housekeeping,Private balcony,Room service,Safe,VIP room facilities,Minibar,Flatscreen TV,Bridal suite,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","17 Cornish El Nile Street, Luxor 11 432 Egypt","Winter Palace, built in 1886 on the Nile banks in a tropical garden is a magical experience of history luxury that hosted royalties and celebrities throughout the years. Winter Palace offers the mythical atmosphere with the modern decor comfort of a 5 star hotel. It is located in the city center, just minutes from Luxor Temple and the airport."
Nefertiti Hotel,4.5,,",Free public parking nearby,Free High Speed Internet (WiFi),Free breakfast,Airport transportation,Rooftop terrace,24-hour security,24-hour check-in,24-hour front desk,Street parking,Wifi,Restaurant,Rooftop bar,Breakfast available,Breakfast buffet,Special diet menus,Car hire,Taxi service,Baggage storage,Concierge,Outdoor furniture,Sun terrace,Dry cleaning,Laundry service,Ironing service,Air conditioning,Private balcony,Room service,Safe,Telephone,Wake-up service / alarm clock,Refrigerator,Bath / shower,Non-smoking rooms,Family rooms,Smoking rooms available","El Sahabi Street Via Luxor Temple St, Luxor 85951 Egypt","Welcome to the Nefertiti Hotel - your home away from home in Luxor! One of the first family owned, small hotels located in the historical city of Luxor, the Nefertiti Hotel is well known for its superior customer service, cleanliness and value for money. The hotel was fully refurbished in 2010 and all rooms are equipped with private bathroom, air conditioning, satellite TV, telephone and mini fridge. Daily housekeeping services are provided as well as a complimentary buffet breakfast. Meet people from around the world while lazying on our roof terrace with spectacular views of the River Nile, Luxor Temple, the Avenue of Sphinx and the West Bank. It's a great place to watch the setting sun while enjoying a cup of Bedouin tea and a shisha (hookah pipe). Try our traditional Egyptian cuisine, as well as delicacies such as camel meat, in our restaurant or on the roof terrace. At the Nefertiti Hotel you will experience true Egyptian hospitality in authentic surroundings. To meet the needs of our guests we also provide tours and trips to all the ancient and historical sites in Luxor and throughout Egypt through Aladin Tours, another extension of our family business.Take a look at Lonely Planet and see why the Nefertiti Hotel is their top pick for 2011/2012! We look forward to welcoming you to the Nefertiti Hotel as you discover the beauty of Egypt."
Pavillon Winter Luxor,4.5,,",Parking,Free internet,Pool,Bar / lounge,Billiards,Table tennis,Babysitting,Pets Allowed ( Dog / Pet Friendly ),Wifi,Pool / beach towels,Outdoor pool,Heated pool,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Swimup bar,Poolside bar,Airport transportation,Car hire,Taxi service,Business Centre with Internet Access,Conference facilities,Banquet room,Meeting rooms,Salon,24-hour security,Baggage storage,Concierge,Currency exchange,Gift shop,Shops,Sun loungers / beach chairs,Sun umbrellas,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Air conditioning,Housekeeping,Private balcony,Room service,Safe,Minibar,Flatscreen TV,Non-smoking rooms,Suites,Family rooms","Corniche El Nile St, Luxor 85951 Egypt","Located on the banks of the River Nile in the midst of a tropical garden in the city centre, near the luxor Temple and other attractions such as the Karnak Temple, the Luxor museum, the International Convention Centre and the Mummification Museum. The Pavillon Winter Palace features three restaurants, two bars and a swimming pool. We apologize for any inconvenience that may occur due to the construction work taking place nearby the hotel as of June 14 th 2008 for a period of 6 months."
Djorff Palace Hotel,4.5,,",Free parking,Free High Speed Internet (WiFi),Pool,Free breakfast,Airport transportation,Full body massage,24-hour security,Baggage storage,Wifi,Pool with view,Bar / lounge,Coffee shop,Restaurant,Breakfast available,Breakfast in the room,Complimentary welcome drink,Kids' meals,Special diet menus,Poolside bar,Taxi service,Massage,Concierge,Outdoor furniture,Sun loungers / beach chairs,Sun umbrellas,Doorperson,First aid kit,24-hour front desk,Laundry service,Bathrobes,Air conditioning,Housekeeping,Private balcony,Room service,Minibar,Bath / shower,Complimentary toiletries,Safe,Seating area,Telephone,Wardrobe / wardrobe,Bottled water,Clothes rack,Private bathrooms,Tile / marble floor,Wake-up service / alarm clock,City view,Pool view,Non-smoking rooms,Smoking rooms available","Next to Banana Island, Luxor 85951 Egypt",Djorff Palace is an exclusive hotel strategically located on the West Bank of the Nile just minutes away from the sites and amenities of the historic ancient city of Luxor. Taking architectural influences from the Middle East and North Africa complemented by antiques from the 18th and 19th centuries the hotel offers a timeless splendour.
Al Hambra Hotel,4.5,,",Free parking,Free High Speed Internet (WiFi),Wifi,Free breakfast,Restaurant,Airport transportation,Rooftop terrace,Laundry service,Shuttle bus service,Air conditioning,Private balcony,Kitchenette,Non-smoking rooms,Suites,Family rooms","El Halfa Street El Gezira, Luxor 85958 Egypt","Finding an ideal romantic hotel in Luxor does not have to be difficult. Welcome to Al Hambra Hotel, a nice option for travellers like you.You’ll enjoy relaxing rooms that offer air conditioning and a kitchenette, and you can stay connected during your stay as Al Hambra Hotel offers guests free wifi.The hotel features room service and a rooftop terrace. Plus, Al Hambra Hotel offers free breakfast, providing a pleasant respite from your busy day. For guests with a vehicle, free parking is available.Given the close proximity of popular landmarks, such as Temple of Medinat Habu (2.0 mi) and ACE- Animal Care in Egypt (2.4 mi), guests of Al Hambra Hotel can easily experience some of Luxor's most well known attractions.Travellers looking to enjoy some crab can head to AL Hoot. Otherwise, you may want to check out a seafood restaurant such as AL Hoot.Luxor is also known for some great historic sites, including Temple of Karnak, Valley of the Artisans (Deir el-Medina), and Howard Carter House, which are not too far from Al Hambra Hotel.Al Hambra Hotel puts the best of Luxor at your fingertips, making your stay both relaxing and enjoyable."
Nile Compound,5.0,,",Free parking,Free High Speed Internet (WiFi),Pool,Restaurant,Bicycle rental,Hiking,Children Activities (Kid / Family Friendly),Airport transportation,Secured parking,Internet,Pool / beach towels,Outdoor pool,Breakfast in the room,Snack bar,Special diet menus,Horseback riding,Shuttle bus service,Car hire,Massage,Massage chair,BBQ facilities,Baggage storage,Currency exchange,Outdoor furniture,Picnic area,Shared kitchen,Shared lounge / TV area,Sun terrace,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Room service,Family rooms","Barat el Esba - West Bank, Luxor Egypt","Peaceful place on the bank of the Nile away from the busy areas where you can relax. The grounds and views of the Nile are beautiful. The staff go above and beyond to make you feel welcome and happy, especially Ahmed (nephew of the owner) who was lovely to me and my son and really looked after us when we went to have a look around the west bank. The owner and his wife were also lovely and we felt very safe there. You can get food there and they can organise cars and trips. If you like walking, you can walk and get the ferry or one of the many independent boats across to the east bank. Although it is away from the sites of the east bank, it is quiet and peaceful and you will appreciate that at the end of a busy day of sight seeing and haggling. Would definitely return."
Beit Sabee Hotel,4.5,,",Free parking,Free High Speed Internet (WiFi),Free breakfast,Airport transportation,Rooftop terrace,Baggage storage,24-hour front desk,Private check-in / check-out,Wifi,Breakfast in the room,Currency exchange,Non-smoking hotel,Sun terrace,Air conditioning,Housekeeping,Bottled water,Clothes rack,Bath / shower,Hair dryer","West Bank (Near Medinet Habou Temple), Luxor Egypt","Beit Sabee is built in the traditional Egyptian style - sun dried mud bricks - adobe. It is located in Luxor West Bank with a marvelous view of Medinet Habou and the Theban mountain that houses: the Kings Valley, Queens Valley, Deir el-Medinet, and Hatchepsout, etc. If you are relaxed, open and looking for a uniquely different place, you will enjoy her. Beit Sabee is a comfortable, beautifully simple rural lodging. Beit Sabee (maison d’hôtes) appeared in the September 2008 issue of Elle Decoration."
Luxor Old Nile Hotel,5.0,,,,親切丁寧なスタッフの対応と、リーズナブルな価格で美味しい食事をいただけます。東岸へ行くフェリー乗り場も近いので観光に最適な立地です。
Aracan Eatabe Luxor Hotel,4.0,"EGP 1,880",",Wifi,Pool,Free breakfast,Billiards,Kids pool,Airport transportation,Business Centre with Internet Access,Conference facilities,Pool / beach towels,Outdoor pool,Poolside bar,Restaurant,Breakfast buffet,Breakfast in the room,Taxi service,Banquet room,Meeting rooms,Baggage storage,Concierge,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Air conditioning,Private balcony,Room service,Safe,VIP room facilities,Flatscreen TV,Non-smoking rooms,Family rooms","Cornish El Nil, Luxor 99999 Egypt","Right in the centre of town, overlooking the Nile river, the Mercure Luxor is tucked away amidst shady gardens alongside a crescent moon shaped pool. Our spacious and naturally bright rooms, some of which have facilities for guests with limited mobility, all lookout over the Nile or the gardens. You will be in the perfect place for visiting the fabulous sites of Luxor and Karnak and can be sure of a wonderful holiday with a pleasant combination of leisure and exploration."
Oasis Hotel,4.5,,",Free parking,Free High Speed Internet (WiFi),Bar / lounge,Horseback riding,Pets Allowed ( Dog / Pet Friendly ),Rooftop terrace,Baggage storage,24-hour front desk,Internet,Restaurant,Breakfast in the room,Mosquito net,Non-smoking hotel,Air conditioning,Housekeeping,Bottled water,Wake-up service / alarm clock,Bath / shower,Family rooms","Mohamed Farid St, Luxor 10000 Egypt","The Oasis is popular with backpackers and travelers from all over the globe. The hotel has a pleasant rooftop terrace with great views of Luxor. Oasis hotel is located in the heart of Luxor on the main road. It is just a 3-minute's walk from the train station. We can meet and pick you up at the train station, airport or any other location in Luxor."
New Pola Hotel Luxor,3.5,,",Free High Speed Internet (WiFi),Wifi,Pool,Rooftop pool,Free breakfast,Non-smoking hotel,Laundry service,Self-serve laundry,Bar / lounge,Restaurant,Private balcony,Room service,Safe,Telephone,Clothes rack,Minibar,Whirlpool bathtub,Bath / shower,Wake-up service / alarm clock,Hair dryer,Non-smoking rooms","Khalid Ben El Walid, Luxor 1868 Egypt","Finding an ideal budget friendly hotel in Luxor does not have to be difficult. Welcome to New Pola Hotel Luxor, a nice option for travellers like you.While staying at New Pola Hotel Luxor, visitors can check out Avenue of Sphinxes (0.9 mi) and ACE- Animal Care in Egypt (1.5 mi), some of Luxor's top attractions.New Pola Hotel Luxor is a budget friendly hotel offering air conditioning, a minibar, and a whirlpool bathtub in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.The hotel features room service and a rooftop terrace. Plus, guests can enjoy a rooftop pool and free breakfast, which have made this a popular choice among travellers visiting Luxor.While staying in Luxor, you can check out a popular barbeque restaurant like Oum Hashim Restaurant, which is serving up some great dishes.If you’re looking for something to do, Luxor Temple (0.7 mi) is a nice way to spend some time, and it is within walking distance of New Pola Hotel Luxor.New Pola Hotel Luxor looks forward to welcoming you on your visit to Luxor."
HS Moondance Monday to Friday,,,,"Al Gazira, Luxor Egypt",
Boomerang Hotel,5.0,,",Free parking,Free High Speed Internet (WiFi),Bar / lounge,Airport transportation,Business Centre with Internet Access,Rooftop terrace,Concierge,Dry cleaning,Wifi,Restaurant,Non-smoking hotel,Laundry service,Air conditioning,Non-smoking rooms,Suites,Family rooms","Mohamed Farid Street, Luxor Egypt","Located in Luxor, the Bob Marley Peace Hotel Luxor offers a variety of rooms to accommodate all needs at very affordable prices. You can select a double room with king size bed with ensuite bathroom, a room for 3 with a private bath, a room for 1 or 2-persons with a shared hallway bathroom, and even a dorm bed with shared bathroom. You can even choose a room with air-conditioning, TV, and balcony. All bathrooms have hot showers and free Wi-Fi is available throughout the hotel. The hotel features a roof-top terrace and a restaurant that serves a breakfast buffet. The hotel can also arrange a variety of local Luxor and Aswan tours at the best rates. The Bob Marley Peace Hotel is conveniently located near transportation, shopping, and historical sites. We are just a 5-10 minute walk from the Luxor train and bus stations (we offer free pick up) and the International Airport is 15 minutes away by car (we offer a very reasonably priced pick up). A variety of restaurants, markets, shops, the Bazaar, the River Nile, and the Luxor Temple are all within an easy 15-minute walk."
La Maison de Pythagore,4.5,,",Free High Speed Internet (WiFi),Wifi,Free breakfast,Restaurant,Shuttle bus service,Family rooms","Al Awameya Back to the Sheraton Hotel, Luxor 83951 Egypt","After the chaos of Cairo and the frenzy of the tourism circuit along the Nile, my stay at La Maison de Pythagore was a calm and comfortable blessing. Situated near downtown Luxor, but worlds away in spirit, the guesthouse was quiet, comfortable, and everything I needed to relax after long days in the heat and bustle of the city's sights.  I was well tended to throughout my stay but free to relax in solitude. Meals were delicious and prepared to my liking, the space was charming and cozy. The caretaker was friendly and eager to help answer my questions and to make my stay as comfortable as possible.  Though a bit tricky to locate initially (be sure to get directions in advance or arrange a transfer directly with the guesthouse) I felt like I was living among locals with cheerful children and welcoming families just outside the front door.…"
Little Garden Hotel,4.0,,",Free High Speed Internet (WiFi),Wifi,Free breakfast,Airport transportation,Rooftop terrace,Non-smoking hotel,Dry cleaning,Laundry service,Restaurant,Air conditioning,Private balcony,Non-smoking rooms,Suites","Radwan Street from Television Street, Luxor Egypt","We are a small, friendly hotel situated in the centre of Luxor, Egypt, close to the main shopping area, railway station and historicalsites. We have 25 rooms each with its own private bathroom, air conditioning, balcony and TV.2 of our rooms are suites that have their own private terrace with sunbeds and seating area. We also have 2 oriental style suites decorated in the Nubian style with 4 poster bed, suitable for honeymooners.We offer free WIFI and internet access to our guests.Our main feature is our beautiful little fruit garden where you can relax with a drink or for a meal in the shade of our Lemon, orange and banana trees. Our roof top has an open area with sunbeds for you soak up the rays and also a shaded seating area with sheesha (water pipe) corner for you to relax in after a long day touring the temples. We also have a fully air conditioned restaurant on our first floor.Our other services include a laundry service, tours and transport and bicycle rental."
Nur el-Gurna Hotel,4.5,,",Restaurant,Children Activities (Kid / Family Friendly)","Gurna, Luxor Egypt","This was my second visit to this restaurant. The food and service is excellent, and the setting serene among the trees. A huge amount of food is served, as is the Egyptian way, all scrumptious! Highly recommended."
Villa al-diwan,5.0,,",Free parking,Free High Speed Internet (WiFi),Wifi,Restaurant,Laundry service,Air conditioning","lagalta village, west-bank, luxor, Luxor 85111 Egypt","Villa Al Diwan has a direct view of the Nile river, from the terrace of the villa one has a beautiful views over the Nile valley, the Theban mountains, the green fields, and the natural life around the villa. Our geographic position is absolutely exceptional."
Anglo Hotel,4.5,,",Free High Speed Internet (WiFi),Wifi,Restaurant,Room service",,"Anglo hotel is considered one of the one star hotels which belong to ministry of tourism which presents all the facilities for the tourist. Anglo hotel is located directly beside the station as it is the nearest hotel to the station and bus stop (super jet) also it is so near from information tourist center the tourist does not need a map to reach the hotel the station is not more than some few steps from the hotel. Anglo hotel is 15 minutes far from Karnak temple, five minutes from Luxor temple, 30minutes from the west bank, and five minutes far from the tourist market. Anglo hotel is distinctive with its location in the center of the town and by its turn this saves and provided a chance to the tourist and helps him to move form a place to another. the hotel is far from noise the hotel helps the tourist to be able to make tours inside Luxor and outside also all the means of transport are available. Anglo hotel contains big restaurant, bar, roof garden, and wi-fi service inside the hotel the hotel presents tourist programmers that are suitable for all tourists with all their desires their ages with so suitable prices also the hotel presents tours with guides and Egyptologists, as a tourist you could accompany another group or individual tours (educational private tours) as the flexibility of time and information."
Hotel El Gezira,4.5,,,,"The hotel is quiet, small but at the heart of a bustling community.   It has a wonderful roof terrace - frequented by locals and returnees enjoying the really lovely food and relaxed atmosphere.  Stayed for ten days - could have stayed a lifetime."
Lotus Luxor Hotel,3.5,,",Free parking,Wifi,Pool,Free breakfast,Babysitting,Children Activities (Kid / Family Friendly),Business Centre with Internet Access,Baggage storage,Secured parking,Paid wifi,Pool with view,Outdoor pool,Bar / lounge,Restaurant,Breakfast buffet,Snack bar,Poolside bar,Concierge,Gift shop,Non-smoking hotel,ATM on site,24-hour front desk,Laundry service,Ironing service,Air conditioning,Housekeeping,Private balcony,Room service,Safe,Iron,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites,Family rooms","Khaled Ebn El Waleed St, Luxor 856856 Egypt","Lotus Hotel is a new member in Hostelworld .Lotus Hotel has a unique location in the heart of Luxor. We have 58 rooms and suites all with balcony or terrace overlooking the Nile (40 double rooms, 10 royal suites, 8 triple). All rooms consist of a double bed, air-conditioning, telephone, cable TV, music channel, minibar, smoke alarm, private shower, bathtub and WC. In the hotel we have a restaurant where you can enjoy your breakfast and dinner."
St. Joseph Hotel,4.0,,",Free High Speed Internet (WiFi),Pool,Free breakfast,Bicycle rental,Children Activities (Kid / Family Friendly),Shuttle bus service,Massage,Rooftop terrace,Wifi,Rooftop pool,Outdoor pool,Bar / lounge,Restaurant,Snack bar,Baggage storage,Currency exchange,Non-smoking hotel,Shops,Sun terrace,24-hour front desk,Laundry service,Self-serve laundry,Desk,Private balcony,Room service,Safe,Seating area,Refrigerator,Bath / shower,Hair dryer,Telephone,Non-smoking rooms","Khaled Ibn el Walid Street, Luxor 21212 Egypt","If you’re looking for a family-friendly hotel in Luxor, look no further than Saint Joseph Hotel.Close to some of Luxor's most popular landmarks, such as Avenue of Sphinxes (0.9 mi) and ACE- Animal Care in Egypt (1.5 mi), Saint Joseph Hotel is a great destination for tourists.Rooms at Saint Joseph Hotel provide a flat screen TV, a refrigerator, and air conditioning, and guests can stay connected with free wifi.In addition, while staying at Saint Joseph Hotel guests have access to 24 hour front desk, a rooftop terrace, and room service. You can also enjoy a rooftop pool and free breakfast.While in Luxor be sure to experience local crab favourites at AL Hoot.There is no shortage of things to do in the area: explore popular museums such as Karnak Open Air Museum.The staff at Saint Joseph Hotel looks forward to serving you during your upcoming visit."
Emilio Hotel Luxor,3.0,,",Free public parking nearby,Wifi,Pool,Bar / lounge,Nightclub / DJ,Children Activities (Kid / Family Friendly),Car hire,Business Centre with Internet Access,Paid wifi,Rooftop pool,Outdoor pool,Restaurant,Breakfast buffet,Rooftop bar,Banquet room,Meeting rooms,Massage,Rooftop terrace,Baggage storage,Concierge,Currency exchange,Newspaper,Non-smoking hotel,Shops,24-hour front desk,Self-serve laundry,Air conditioning,Private balcony,Room service,Safe,Telephone,Hair dryer,Non-smoking rooms","Youssef Hassan Street, Luxor 00209 Egypt","See why so many travellers make Emilio Hotel their hotel of choice when visiting Luxor. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travellers like you.While staying at Emilio Hotel, visitors can check out Avenue of Sphinxes (0.3 mi) and Luxor Sound and Light Show (0.5 mi), some of Luxor's top attractions.Guest rooms offer air conditioning, and Emilio Hotel makes getting online easy as paid internet access is available.You can also take advantage of some of the amenities offered by the hotel, including 24 hour front desk, room service, and a rooftop terrace. In addition, guests can enjoy a rooftop pool and an on-site restaurant during their visit. As an added convenience, there is free public parking available nearby.While visiting Luxor, you may want to try some falafel at one of the nearby restaurants, such as Al-Sahaby Lane Restaurant, Snack Time, or El Zaeem Restaurant.Luxor is also home to Karnak Open Air Museum, a popular  that is not too far from Emilio Hotel.At Emilio Hotel, your comfort and satisfaction come first, and they look forward to welcoming you to Luxor."
Royal House Hotel,3.5,,",Free parking,Wifi,Pool,Restaurant,Airport transportation,Massage,Baggage storage,Mosquito net,Parking,Paid wifi,Non-smoking hotel,24-hour front desk,Dry cleaning,Self-serve laundry,Bathrobes,Air conditioning,Private balcony,Room service,Safe,Telephone,Minibar,Bath / shower,Wake-up service / alarm clock,Non-smoking rooms,Suites,Family rooms,Smoking rooms available","Al Mahed El Deni St, Luxor Egypt","Whether you're a tourist or traveling on business, Royal House Hotel is a great choice for accommodation when visiting Luxor. From here, guests can enjoy easy access to all that the lively city has to offer. No less exceptional is the hotel's easy access to the city's myriad attractions and landmarks, such as Legend of the Nile, Passport Office, Magic Horizons. Offering hotel guests superior services and a broad range of amenities, Royal House Hotel is committed to ensuring that your stay is as comfortable as possible. Guests of the hotel can enjoy on-site features like elevator, 24-hour front desk, smoking area, Wi-Fi in public areas, business center. Royal House Hotel is home to 30 bedrooms, all tastefully furnished to provide comforts such as separate shower and tub, Internet access - LAN (charges apply), non smoking rooms, mini bar, air conditioning. Besides, the hotel's host of recreational offerings ensures you have plenty to do during your stay. When you are looking for comfortable and convenient accommodations in Luxor, make Royal House Hotel your home away from home."
Jaz Yakouta Dahabya,5.0,,,"West Bank, Luxor 85833 Egypt","I went to Dahab and it was very beautiful. I was at the Jazz Dahabiya Hotel. It was very nice and welcoming, everyone was helpful, and all thanks to the entertainment activities team. They were so kind, funny and very respectful."
