Hotel Names,Ratings,Number of Reviews,Prices,links,location,Description
79. Le Riad Hotel de Charme,4.5 of 5 bubbles,163 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d1411339-Reviews-Le_Riad_Hotel_de_Charme-Cairo_Cairo_Governorate.html,"114 Muiz Li Din Allah Street, Cairo Egypt",Unique and exclusive charming hotel in the heart of local live Islamic Cairo. 30 minutes from the airport and 5 minutes walking distance from the souks of Khan el Khalili. Only 16 suites inspirited by the cultural heritage of Egypt and decorated with different styles and colors. Le Riad with its comfortable lounge and amazing rooftop restaurant provides you all the luxury and privacy of a second home in area full of live music and street local arts.
80. Hotel Longchamps,4.5 of 5 bubbles,674 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d469492-Reviews-Hotel_Longchamps-Cairo_Cairo_Governorate.html,"21 Ismail Muhammad Zamalek, Cairo Egypt","Dear Valuable Guests , You have the choice of four category of rooms in my humble premises : Standard - Superior - Executive , least not last Economy rooms . Free Nestle Mineral Water as well as Nesspresso Coffee are available in alone standing dispencers and machines in both lobbies . Please note Hot Water might take some time to reach your rooms into your showers or/ and bathrooms , as I have three Solar System Pannels on my Roof Top. Thank you for your understanding ! Please note my rich Buffet Brfeakfast starts as of 7 am. Should you wish to have your earlier Breakfast than usual hours, let us know well in advance . Be assured we will do our best to be there earlier for you. Gluten Free bread is no more available on my Buffet Menu . Should you wish to have that specific kind of Bread , let me know well in a dvance. Due to the Construction Site of the Underground on Zamalek Island, please note I have turned most of my Windows in my rooms facing the street into noiseless rooms. We were informed by June 30th, 2022 the construction site will be clreaed up . Customer Service is not a Department ; it is an Attitude !!! Sincerley Your Hebba Bakri"
81. 1920s Boutique Hotel and Restaurants,4.5 of 5 bubbles,12 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d15467003-Reviews-1920s_Boutique_Hotel_and_Restaurants-Cairo_Cairo_Governorate.html,"58 Beirut 2 Smanod Street, Cairo 11511 Egypt","At the historic Villa of Ya'akobian in the heart of Heliopolis, lies a boutique hotel and it is one of the oldest and most authentic places built in Cairo. It was converted into the 1920's Boutique Hotel which is situated in a central and beautiful area of Korba. It incorporates a blend of the finest restaurants such as Carlo's, The Smokery, IL Divino and Ocea to name but a few and this makes it a destination that provides an outstanding and private atmosphere, that can satisfies all tastes. Just the place you need to enjoy a special “retro” taste. The Hotel combines a variety of stylish and luxurious twin & king size rooms plus one king size suite with a mix of traditional and old world charm and in room facilities."
82. Berlin Hotel,4 of 5 bubbles,75 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d1456029-Reviews-Berlin_Hotel-Cairo_Cairo_Governorate.html,"2 El Shawarby St 4th Floor Off Kasr El Nil St Down Town, Cairo 11511 Egypt","Berlin Hotel is a small, simple hotel in Cairo downtownWe are currently expanding tooRooms has private shower cubicles with hot water available 24/7,rooms has also air conditions and beds are so comfortable.-Worth mentioning that all the bes are very comfortable,and are equiped with ' Jansen ' german brand of fancy comfortable matresses,made of large springs,cotton,and foam,plus an extra upper matress too,and the beds are designed to be easily combunable,so two if combined can form like a large bed-For guests who has their labtop or mobile phones equiped with Wi-Fi connection,they can use our high speed WI-FI connection copletely free of charge-Cheap internet access for guests who uses the hotel pc,-Cheap airport pick-ups and airport drop-offs are available-Excursions to Saquara,Memphis and Dahshour are available too.We are keen to keep friendly,informative and very helpful staff ,also worth mentioning that the hotel arranges private arabic language classes ,and B.dance courses"
83. Meramees Hostel,4 of 5 bubbles,94 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d608588-Reviews-Meramees_Hostel-Cairo_Cairo_Governorate.html,"32 Sabri Abou Alam Street 5th Floor, Cairo 11511 Egypt","Miego, the person in charge, was the best part of the whole experience at this hotel. The room was clean and lovely. I was in a private room with a private bathroom, but the shower never worked. My room happened to be next to the ""public"" showers and those showers were great, so i just used those with no issue. They did accommodate me very well regarding said bathroom but slightly inconvenient since i was showering twice a day due to the temperature (109F/42C)."
84. Cecilia Hotel,4 of 5 bubbles,107 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d1526080-Reviews-Cecilia_Hotel-Cairo_Cairo_Governorate.html,"47 El-Falaky street Downtown, Cairo 11511 Egypt","Welcome to the Cecilia Hotel – newly opened in 2009. We are located in downtown – the heart of Cairo, near by the most important monuments in the city. We offer 10 rooms (single, double, triple) with shared or private bathroom, all rooms have air-conditioning; more of rooms have balcony. You can enjoy the time sitting in our terrace. In all rooms and common areas we offer free Wi-Fi. Our friendly stuff is here 24 hours to help you manage your time and answer all your questions. If you stay with us more than 3 nights we will give you free airport pick up as our gift."
85. Panorama Ramsis Hotel,3.5 of 5 bubbles,9 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d16855140-Reviews-Panorama_Ramsis_Hotel-Cairo_Cairo_Governorate.html,"Al Fagalah, 10 Saif Al Din Mahrani Ramsis Square, Cairo 3111 Egypt","This hotel is NOT the one advertised. It is disgustingly dirty, broken down and in the middle of the ghetto. It's a total scam to be avoided at all costs. The pictures are all lies to con you. Believe a man who has been to over 50 countries and crawled through some horrible experiences, this place is unfit. Broken beds full of hair, bugs crawling around and all in a neighborhood full of homeless and street walkers. Needs to be removed from ALL booking sites."
"InterContinental Citystars Cairo, an IHG Hotel",4.5 of 5 bubbles,"2,549 reviews","EGP 6,471",https://www.tripadvisor.in/Hotel_Review-g294201-d536381-Reviews-InterContinental_Citystars_Cairo_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Omar Ibn El Khattab Street Heliopolis, Cairo 11737 Egypt","Explore Cairo's heritage amidst modern luxuries and stay at the five-star InterContinental Citystars Cairo hotel in Cairo's Heliopolis, next to Stars Centre Mall. Relax in grand rooms with beautiful furnishings and views. Indulge at our 10 exquisite restaurants and bars. Need event space? Our private meeting rooms and Egypt's largest ballroom will satisfy your requirements. Our concierge gladly arranges private tours of the nearby Cairo Citadel, the Pyramids, and soon, The Grand Egyptian Museum."
86. Cairo Inn,3.5 of 5 bubbles,100 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d1230895-Reviews-Cairo_Inn-Cairo_Cairo_Governorate.html,"6 Talat Harb Square, Cairo 11511 Egypt","Cairo Inn is a beautiful, newly renovated inn only minutes from the Egyptian museum and main bus and train stations. We are located in one of the main squares in downtown Cairo – surrounded by restaurants, coffee shops and shopping opportunities. Our staff and in-house travel agency will make sure you have a great holiday.Relax on the balcony and enjoy the bustling square below. All rooms with a/c. Laundry, luggage storage, Wifi and satellite TV available."
87. Azar Boutique Hotel,4 of 5 bubbles,21 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d13372858-Reviews-Azar_Boutique_Hotel-Cairo_Cairo_Governorate.html,"9 Adly Street Downtown, Cairo 11511 Egypt","Azar Hotel is centrally Located in Historic Center ( Cairo Downtown ) , this hotel is within a 10-minute walk of National Egyptian Museum, Restaurants, Banks, few steps from main street talaat Harb in Downtown Azar Hotel rooms are air-conditioned and include an LCD TV with a satellite and cable channels, tea/coffee facilities and a sitting area , private balcony with City View The stylish bathrooms include a shower and modern amenities, WiFi in public areas is free. Azar Hotel Ofer soft drinks all day free ( coffee/tea / mineral water / juse drink) Azar Hotel is in a great location in central Cairo, The rooms have views overlooking the Cairo city We speak : English , Spanish and Japanese Languages Azar Hotel está céntricamente ubicado en Historico Central (Cairo Central ), este hotel se encuentra a 10 minutos a pie de Museo Egipcio del Cairo (La plaza Tahrir ), y hay mucho Restaurants, Banks, Centro Comercial a pocos pasos de la calle principal Talaat Harb en el centro."
88. Golden Palace Hotel,4 of 5 bubbles,14 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d20303601-Reviews-Golden_Palace_Hotel-Cairo_Cairo_Governorate.html,"40 Talaat Harb Downtown, Cairo 11511 Egypt","I stayed at the Golden Palace hotel 3x during my trip through Egypt. The entire staff was amazingly warm, responsive, and kind. I really appreciate everyone’s helpfulness during my stay (Andrew, Marco, Nareman, Mahmoud, Badr) for making my experience in Cairo a positive one. Thank you for the memories and I hope to return again!"
89. Glorious Hotel,3.5 of 5 bubbles,19 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d9731043-Reviews-Glorious_Hotel-Cairo_Cairo_Governorate.html,"Ibn Al Hakam Square, Cairo 11511 Egypt","Finding an ideal family-friendly hotel in Cairo does not have to be difficult. Welcome to Glorious Hotel, a nice option for travellers like you.You’ll enjoy relaxing rooms that offer air conditioning, bringing comfort and convenience to your visit.For those interested in checking out popular landmarks while visiting Cairo, Glorious Hotel is located a short distance from El-Ghuri Wakala (2.1 mi) and Al-Hakim Mosque (2.2 mi).Travellers looking to enjoy some falafel can head to Naguib Mahfouz Cafe or El Fishawi. Otherwise, you may want to check out a seafood restaurant such as The Smokery Heliopolis, Ibn Hamido Fish, or Estacoza Sea Food.Plus, during your trip, don’t forget to check out some of the popular historic sites, such as Saqqara (Sakkara) Pyramids, Mohamed Ali Mosque, and Citadel (Al-Qalaa).Glorious Hotel puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable."
90. Kings Palace Hotel,3.5 of 5 bubbles,36 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d1081651-Reviews-Kings_Palace_Hotel-Cairo_Cairo_Governorate.html,"3 Ibrahim El Qabbani St Of Sabri Abu Alam St. Sapry Abo Alam-Talaat Harb Sq, Cairo 11511 Egypt",Single room with a private bathroom and A/C.
"Holiday Inn Cairo - Citystars, an IHG Hotel",4.5 of 5 bubbles,"1,087 reviews","EGP 3,727",https://www.tripadvisor.in/Hotel_Review-g294201-d817571-Reviews-Holiday_Inn_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Ali Rashed Street Heliopolis, Cairo 11757 Egypt","A modern, family-friendly hotel in Cairo's dynamic Citystars Heliopolis In the heart of Citystars business and leisure complex and just 10 minutes from Cairo International Airport, the Holiday Inn® Cairo Citystars hotel is an ideal base for exploring the modern and historic attractions of Egypt's capital. Next to the hotel, Stars Centre Mall is home to over 640 of shops and high-tech amusements including Snow City and Magic Galaxy, Egypt's largest indoor theme park. Downtown Cairo is less than half an hour away. The hotel's family-friendly atmosphere makes everyone feel at home, from the rooftop garden with its adults' and children's swimming pools, to the Star Corner Café in the lobby. Open 24-hours, Windows Restaurant tempts diners with heaped international buffets and live cooking stations, and Indira Restaurant serves some of the best Indian food in Cairo. Business travelers appreciate the fast, free Wi-Fi, business center and 24-hour room service. Need to hold a meeting?"
"InterContinental Cairo Semiramis, an IHG Hotel",4.5 of 5 bubbles,"2,840 reviews","EGP 5,893",https://www.tripadvisor.in/Hotel_Review-g294201-d299113-Reviews-InterContinental_Cairo_Semiramis_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Corniche El Nil, Cairo 11511 Egypt","On the historic Semiramis hotel site, guests can enjoy modern luxury by the river Nile. Semiramis InterContinental Cairo is 23 KM from Cairo International airport with a premium location in the heart of the city center next to the Egyptian Museum and Khan el Khalili. The Hotel features a 26 sq m2 rooftop pool, fine dining with exquisite cuisine, conference facilities, a state of the art spa, a shopping arcade, and the Nile Terrace offering stunning views of the sunset over the Nile."
91. Cairo Hub Hostel,5 of 5 bubbles,62 reviews,"EGP 1,138EGP 1,016",https://www.tripadvisor.in/Hotel_Review-g294201-d21080139-Reviews-Cairo_Hub_Hostel-Cairo_Cairo_Governorate.html,"11 Tahrir Square 4th Floor, Cairo 11511 Egypt","It's really an oasis in the middle of the desert name Cairo, beautiful view and the staff has a really nice team who will give you really good advice and want you to enjoy every minute of your travel ! I recommend the place for every canadian ! The others you got to find out yourself but speaking for myself, I will be back if I got the occasion !"
92. Madina Hostel,5 of 5 bubbles,13 reviews,EGP 997EGP 989,https://www.tripadvisor.in/Hotel_Review-g294201-d21223645-Reviews-Madina_Hostel-Cairo_Cairo_Governorate.html,"5 Kasr Al Nile street 10th floor 10th Floor, Cairo 11511 Egypt","A social design hostel in the heart of Downtown Cairo that provides the base to connect, experience and share adventures, travels, company and a safe place to dream. Everybody from solo backpackers to families and business travelers are welcome. The Hostel features two spacious community areas with a well-equipped kitchen and a balcony, free Wi-Fi, soundproof windows, local art and real plants."
93. Horus House Hotel,4 of 5 bubbles,60 reviews,"EGP 2,057EGP 1,905",https://www.tripadvisor.in/Hotel_Review-g294201-d940276-Reviews-Horus_House_Hotel-Cairo_Cairo_Governorate.html,"21 Ismail Muhammad, Cairo Egypt","Horus House Hotel, a 3 stars hotel offers air-conditioned rooms with LCD TV and free Wi-Fi. Buffet breakfast, an outdoor terrace and ticket service are available.Horus House Hotel’s rooms each have satellite TV and a work desk. A minibar is also provided, and guests can order in-room breakfast and room service.The staff at Horus House’s 24-hour front desk are available to assist with currency exchange or airport shuttle arrangements. Express check-in/check-out is also offered.Hot buffet breakfast is available each day, and guests can enjoy a drink on hotel Horus House’s outdoor terrace.Located in Cairo’s quiet Zamalek district, Horus House Hotel is 1 mile from both Ramses Train Station and Gezira subway station."
94. Atlas International Hotels,3.5 of 5 bubbles,6 reviews,"EGP 1,260",https://www.tripadvisor.in/Hotel_Review-g294201-d17467692-Reviews-Atlas_International_Hotels-Cairo_Cairo_Governorate.html,"2 Mohamed Roushdi Street Abdeen, Cairo 11511 Egypt","Featuring a bar called The Hybrid lounge, Atlas International Hotels is located in Cairo in the Cairo Governorate region, 0.9 mi from Khan Al Khalili and 1.1 mi from Tahrir Square. Among the facilities of this property are a restaurant, a 24-hour front desk and a concierge service, along with free WiFi throughout the property. The hotel features family rooms. At the hotel, every room is fitted with a wardrobe. Complete with a private bathroom equipped with a bath, all units at Atlas International Hotels have a flat-screen TV and air conditioning, and some rooms will provide you with a seating area. A buffet breakfast is available daily at the accommodations. Atlas International Hotels offers a terrace. Al-Azhar Mosque is 1.1 mi from the hotel, while El Hussien Mosque is 1.7 mi away. The nearest airport is Cairo International, 11 mi from Atlas International Hotels, and the property offers a paid airport shuttle service."
95. Royal Marshal Hotel,3 of 5 bubbles,28 reviews,"EGP 1,584",https://www.tripadvisor.in/Hotel_Review-g294201-d308098-Reviews-Royal_Marshal_Hotel-Cairo_Cairo_Governorate.html,"4A El Khalifa El Maamoun Street Heliopolis, Cairo 11511 Egypt","If you’re looking for a budget friendly hotel in Cairo, look no further than Royal Marshal Hotel.For those interested in checking out popular landmarks while visiting Cairo, Royal Marshal Hotel is located a short distance from Heliopolis (1.7 mi) and St. Mark's Coptic Orthodox Church (1.8 mi).You’ll enjoy relaxing rooms that offer air conditioning and a minibar, and you can stay connected during your stay as Royal Marshal Hotel offers guests free wifi.The hotel features 24 hour front desk, room service, and a concierge. Plus, Royal Marshal Hotel offers a rooftop pool and a lounge, providing a pleasant respite from your busy day. For guests with a vehicle, street parking is available.If you’re looking for a sushi restaurant, consider a visit to Sachi Restaurant, Shogun Japanese Restaurant, or The Smokery Heliopolis, which are all conveniently located a short distance from Royal Marshal Hotel.Cairo is also known for some great historic sites, including Saqqara (Sakkara) Pyramids, Mohamed Ali Mosque, and Citadel (Al-Qalaa), which are not too far from Royal Marshal Hotel.The staff at Royal Marshal Hotel looks forward to serving you during your upcoming visit."
Fairmont Nile City,4.5 of 5 bubbles,"5,392 reviews","EGP 4,838",https://www.tripadvisor.in/Hotel_Review-g294201-d580690-Reviews-Fairmont_Nile_City-Cairo_Cairo_Governorate.html,"Nile City Towers - 2005 B, Corniche El Nil Ramlet Beaulac, Cairo 2466 Egypt","A melting pot of history and diversity, the city of Cairo is ideal for both business and leisure. Like the city itself, Fairmont Nile City offers a delightful series of contrasts, combining advanced technology and modern design with local flavors and flair. With sweeping panoramas of the river Nile and the Pyramids in the distance, Cairo’s beauty and history are always in sight from your luxury accommodation. During your stay, embark on culinary adventures at the city’s finest restaurants, enjoy the fresh air at our rooftop poolside restaurant and pamper yourself at Willow Stream Spa. Part of the prestigious Nile City complex, this luxury hotel is the perfect location for business events. The space consists of 845 square meters (9,100 square feet) plus 450 square meters (4,800 square feet) of outdoor space dedicated to meetings and conventions, comprising of 10 meeting rooms including a ballroom. The space also offers spectacular river Nile views."
96. Golden Park Hotel,3 of 5 bubbles,63 reviews,"EGP 1,595EGP 1,477",https://www.tripadvisor.in/Hotel_Review-g294201-d5498745-Reviews-Golden_Park_Hotel-Cairo_Cairo_Governorate.html,"221 El Hegaz Street Heliopolis, Cairo 00202 Egypt","See why so many travellers make Golden Park Hotel their hotel of choice when visiting Cairo. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travellers like you.For those interested in checking out popular landmarks while visiting Cairo, Golden Park Hotel is located a short distance from Baron Palace (2.0 mi) and Khan Al-Khalili (2.0 mi).Guest rooms offer a refrigerator, a minibar, and air conditioning, and Golden Park Hotel makes getting online easy as free wifi is available.You can also take advantage of some of the amenities offered by the hotel, including 24 hour front desk, 24 hour check-in, and room service. In addition, guests can enjoy a lounge during their visit.If you’re looking for an Italian restaurant, consider a visit to Maestro Italian Restaurant, Pepenero, or Andiamo Pizza Garden and Bar, which are all conveniently located a short distance from Golden Park Hotel.If you’re looking for something to do, Egyptian Air Force Museum (1.1 mi) and Obelisk of Ramses II (1.2 mi) are a nice way to spend some time, and they are all within walking distance of Golden Park Hotel.At Golden Park Hotel, your comfort and satisfaction come first, and they look forward to welcoming you to Cairo."
97. Sakkara Inn Hotel,4.5 of 5 bubbles,25 reviews,EGP 565,https://www.tripadvisor.in/Hotel_Review-g294201-d3290698-Reviews-Sakkara_Inn_Hotel-Cairo_Cairo_Governorate.html,"20 Sakkara Road Abu Sir, Cairo Egypt","Despite it is a nice and clean guesthouse with a beautiful garden, Mohamed the owner is the greediest person I have ever met. He attracts you with a decent room price and free pick-ups but once you get there you'll pay exagerated prices.  - He charged me the breakfast even though on his website was clearly written that breakfast is included in the price of the room.  - For a soup and two pieces of chicken meat at lunch he charged minimum 7$, then he obviousely got very frustrated when he saw I bought food from the village the next days (as if I had to eat only the meals cooked by his family so that he could charge me more).  Pay attention because he is not telling you the prices at the beginning, he says ""yes yes no problem"", and at the end he claims exagerated prices (at least double than normal).  The climax was when I insisted to know the price for horse riding beforehand and he said 80$ for 2h (something absurd!) When I said I don't have so much left, he insisted going to an ATM as if I had to do that horse riding with him. The next day he insisted on giving him all my change because apparently I didn't need it because I was flying back home. He didn't care I had to pay toll road for my car, eat something before my flight, he only wanted more money for him, not caring of his guests needs (and decision).  I was happy to leave and wouldn't return there not even for free. It was the worst experience I had in Egypt. Mohamed is interested only in grabbing as much money as possible from you (at exorbitant prices). My advice is don't go there.…"
98. Green Garden Inn,5 of 5 bubbles,1 review,"EGP 2,520",https://www.tripadvisor.in/Hotel_Review-g294201-d23708423-Reviews-Green_Garden_Inn-Cairo_Cairo_Governorate.html,"1086 Nile Corniche, Cairo 11511 Egypt","The Green Garden Inn rescued us after a horrible experience where we had arrived in Cairo - at night, in the dark, with children - to discover that our hotel booked through Booking.com was full and couldn't offer us a room.  The Green Garden Inn staff were absolutely fantastic - so friendly, helpful, smiley and kind.  Our kids had a great time watching the football in the Reception.  Breakfast was very good - lots of choice.  The hotel is located in a quiet, safe area - 15 minute walk from Tahir Square where there are lots of restaurants.  Would highly recommend."
99. Om Kolthoom Hotel & Tower,3 of 5 bubbles,86 reviews,"EGP 3,167EGP 2,227",https://www.tripadvisor.in/Hotel_Review-g294201-d302714-Reviews-Om_Kolthoom_Hotel_Tower-Cairo_Cairo_Governorate.html,"5 Abu El Feda Street El Zamalek, Cairo 11511 Egypt","Everyone needs a place to lay their weary head. For travellers visiting Cairo, Om Kolthoom Hotel & Tower is an excellent choice for rest and rejuvenation. Well-known for its proximity to great restaurants and attractions, Om Kolthoom Hotel & Tower makes it easy to enjoy the best of Cairo.Guest rooms offer air conditioning and a minibar, and Om Kolthoom Hotel & Tower makes getting online easy as free internet access is available.You can also take advantage of some of the amenities offered by the hotel, including 24 hour front desk, room service, and a concierge. In addition, guests can enjoy a sauna and free breakfast during their visit.Given the close proximity of popular landmarks, such as Zamalek (Gezira Island) (1.1 mi) and Mosque of Al-Azhar (1.4 mi), guests of Om Kolthoom Hotel can easily experience some of Cairo's most well known attractions.While visiting Cairo, you may want to try some crab at one of the nearby restaurants, such as Saigon Restaurant & Lounge.Cairo is also known for some great architectural buildings, including Khan Al-Khalili, Citadel (Al-Qalaa), and Hanging Church (El Muallaqa, Sitt Mariam, St Mary), which are not too far from Om Kolthoom Hotel.Whether you’re travelling for business, pleasure or both, Om Kolthoom Hotel & Tower is sure to make your visit to Cairo one worth remembering."
100. Royal Maadi Hotel,5 of 5 bubbles,4 reviews,"EGP 2,509",https://www.tripadvisor.in/Hotel_Review-g294201-d16867951-Reviews-Royal_Maadi_Hotel-Cairo_Cairo_Governorate.html,"11th, Road 18th, Sarayat El-Maadi, Cairo 11511 Egypt","I spent 3 nights at the Royal Maadi Hotel (previously known as Residence Hotel). The service was the best, better than any 5 star- literally. Any issues, they come right away, the housekeeping was extremely helpful and on top of everything with personalized service, the concierge very helpful, and the reception very polite and courteous. When my daughter got stain on the walls the manager was very courteous and accommodating. They also brought for me flowers and fruit per my family's request.  I took a 3 bedroom suite which was an apartment. Each bedroom had a queen size bed. There was also a dining area, salon area, kitchen, and bathroom. The style was a bit outdated but the availability and convenience of everything made up for it. There was microwave, fridge, toaster, oven, kitchenware, ironing board, tv, and desks.   I appreciated the cleanliness- everything was covered in plastic and sanitized.   Breakfast was very basic with boiled egg, jam, bread, cheese, OJ, tea/nescafe.   Delivery is easy through talabat app where I ordered things from the pharmacy and other restaurants. The hotel is keen about safety so no delivery persons come to the room, instead the concierge will carry up the item and you give him the money. I made sure to leave a tip for both him and the person delivering.  There are also a few restaurants and cafes downstairs although I didn't try any. One is particularly famous in Maadi for breakfast called Ovio (?).  The location is quiet, removed from the hustle and bustle of Cairo, and a view of trees and greenery specific to Maadi. I loved the balcony to relax in.   I totally recommend this hotel for short or extended stay. Special thanks to Mr. Sayed the manager, Ms. Asmaa the receptionist, Ms. Heba the housekeeper, Mr. Nour/Nouh the concierge. Excellent service and help from them.…"
"Staybridge Suites Cairo - Citystars, an IHG Hotel",4.5 of 5 bubbles,234 reviews,"EGP 4,825",https://www.tripadvisor.in/Hotel_Review-g294201-d1150283-Reviews-Staybridge_Suites_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Emtedad Makram Obied Street Heliopolis, Cairo 11737 Egypt","Modern serviced apartments for extended stays in dynamic Cairo Citystars.Offering the comfort and convenience of a home away from home, Staybridge Suites® Cairo Citystars has everything you need for independent living in the exciting commercial hub of Heliopolis. With direct access to Stars Centre shopping mall, and just a seven-minute drive from Cairo International Airport and Cairo International Convention and Exhibition Centre, our 140 fully furnished studios and suites place travelers where they need to be. The buzzing streets of downtown Cairo are half an hour away, with the Great Pyramids a little further.Business travelers on extended stays in Cairo can settle into a spacious studio or suite with up to three bedrooms. Full kitchens and living areas let you cook, work and entertain in style, and Wi-Fi is complimentary throughout. A free buffet breakfast sets you up for the day, and an Evening Social invites you to mingle with fellow guests over dinner three nights a week."
101. Jewel Green Mountain Hotel,3.5 of 5 bubbles,3 reviews,"EGP 1,677",https://www.tripadvisor.in/Hotel_Review-g294201-d23249025-Reviews-Jewel_Green_Mountain_Hotel-Cairo_Cairo_Governorate.html,"19 Green Mountain Buildings, Nasr Road Nasr City, Next to Queen Service Company, Cairo 11511 Egypt","Not only is the hotel bad, it's the whole customer experience, hotel facilities are horrible, food is unbelievable, staff, room, everything calls you to escape the hotel. Internet wifi does not work all the time.  Breakfast restaurant welcomes you with an awful smell. The room is unbelievable, The water in the shower is just a small drops of water. And believe me, you don’t want to sniff bathroom’s aroma. !!  The bed mattress is very old and curved which causes unbearable back pain."
102. Happy City Hotel,3 of 5 bubbles,56 reviews,EGP 878,https://www.tripadvisor.in/Hotel_Review-g294201-d1017536-Reviews-Happy_City_Hotel-Cairo_Cairo_Governorate.html,"92 C Mohamed Farid St, Abdin Sq, Cairo 11511 Egypt","Welcome to Happy City Hotel, your Cairo “home away from home.” Happy City Hotel aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.Nearby landmarks such as Mosque of Al-Azhar (0.1 mi) and Zamalek (Gezira Island) (1.0 mi) make Happy City Hotel a great place to stay when visiting Cairo.The rooms offer air conditioning, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.Happy City Hotel features 24 hour front desk, room service, and a sun terrace. In addition, as a valued Happy City Hotel guest, you can enjoy a lounge that is available on-site. Guests arriving by vehicle have access to paid public parking available nearby.While in Cairo be sure to experience local shrimp favourites at Kadoura Fish Restaurant, Birdcage, or Abou el-Sid.There is no shortage of things to do in the area: explore popular monuments and statues such as Alabaster Sphinx, 360 EgypTours, and Obelisk of Ramses II.Happy City Hotel puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable."
103. Ocean Blue Studios,1 of 5 bubbles,1 review,"EGP 2,297",https://www.tripadvisor.in/Hotel_Review-g294201-d23817930-Reviews-Ocean_Blue_Studios-Cairo_Cairo_Governorate.html,"1258 Plot 847, Sq. Masaken Sheraton, Cairo 11511 Egypt","Ocean Blue Heliopolis offers the only deluxe gated compound with a variety of accommodation options in the heart of Heliopolis, Sheraton zone, few minutes away from Cairo International airport and all shopping and commercial centers with the true meaning of well living in peace along with fine scenery of panoramic waterfalls and lavish landscape."
104. Colour Holidays,2 of 5 bubbles,3 reviews,EGP 491,https://www.tripadvisor.in/Hotel_Review-g294201-d13121576-Reviews-Colour_Holidays-Cairo_Cairo_Governorate.html,"26 Shibeen Street, Cairo Egypt","Welcome to Colour Holidays, your Cairo “home away from home.” Colour Holidays aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.While staying at Colour Holidays, visitors can check out Mosque of Syeda Zainab (2.5 mi) and Khan Al-Khalili (2.9 mi), some of Cairo's top attractions.The rooms offer a fireplace, extra long beds, and a seating area, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.Colour Holidays features 24 hour front desk, room service, and baggage storage. In addition, as a valued Colour Holidays guest, you can enjoy an on-site restaurant that is available on-site. Guests arriving by vehicle have access to free parking.Travellers looking to enjoy some ribs can head to The Tap Maadi. Otherwise, you may want to check out an Asian restaurant such as Le Peking Zamalek, Sabai Sabai Thailand Restaurant, or The Karvin Hotel.If you are interested in exploring Cairo, check out one of the art museums, such as Gayer-Anderson Museum (Bayt al-Kiritliya), The Coptic Museum, and Museum of Islamic Arts.Colour Holidays puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable."
105. The Australian Hostel,4.5 of 5 bubbles,291 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d1065915-Reviews-The_Australian_Hostel-Cairo_Cairo_Governorate.html,"23 Abd El Khalek Tharwat St Downtown, 3rd floor, Cairo 11511 Egypt","Located in the heart of Cairo city centre, this budget hostel is a 10-minute walk from the Egyptian Museum. It has a 24-hour front desk, communal room and free Wi-Fi. Rooms at The Australian Hostel have air conditioning, a tea/coffee maker and a private or shared bathroom. Some rooms have a balcony. Guests can enjoy an Egyptian or continental breakfast in the mornings. The Australian's communal kitchen allows guests to cook their own meals. The oriental-style communal room equipped with comfortable couches and a coffee table is a nice place to meet other travelers. The Australian Hostel's staff can help arrange tours of Cairo city centre, local museums and the Pyramids. They also provide maps and sightseeing brochures. The Australian is a 15-minute walk from the Railway Station."
