Hotel Names,Ratings,Number of Reviews,Prices,links,location,Description
"Staybridge Suites Cairo - Citystars, an IHG Hotel",4.5 of 5 bubbles,234 reviews,"EGP 4,825",https://www.tripadvisor.in/Hotel_Review-g294201-d1150283-Reviews-Staybridge_Suites_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Emtedad Makram Obied Street Heliopolis, Cairo 11737 Egypt","Modern serviced apartments for extended stays in dynamic Cairo Citystars. Offering the comfort and convenience of a home away from home, Staybridge Suites® Cairo Citystars has everything you need for independent living in the exciting commercial hub of Heliopolis. With direct access to Stars Centre shopping mall, and just a seven-minute drive from Cairo International Airport and Cairo International Convention and Exhibition Centre, our 140 fully furnished studios and suites place travelers where they need to be. The buzzing streets of downtown Cairo are half an hour away, with the Great Pyramids a little further. Business travelers on extended stays in Cairo can settle into a spacious studio or suite with up to three bedrooms. Full kitchens and living areas let you cook, work and entertain in style, and Wi-Fi is complimentary throughout. A free buffet breakfast sets you up for the day, and an Evening Social invites you to mingle with fellow guests over dinner three nights a week."
136. Jewel Dokki Hotel,4 of 5 bubbles,1 review,"EGP 2,617",https://www.tripadvisor.in/Hotel_Review-g294201-d21510868-Reviews-Jewel_Dokki_Hotel-Cairo_Cairo_Governorate.html,"11 El Batal Ahmed Abd El-Aziz, Mohandessin, Cairo 99999 Egypt","Un très agréable endroit , à première vue j’imaginais pas trouver un tel confort. C’est un hôtel nouvellement créé, il a ouvert ses portes en Juillet 2020 , il appartient à l’Etat   On était très bien accueillis moi et ma petite famille. Ils nous ont donné une suite composée de 2 chambres chacune avec télé et climatisation  il y’a aussi une kitchenette et une douche  La literie est confortable et l’hôtel dispose d’un restaurant qui offre une variété de plats  Le prix est très intéressant  L’emplacement est aussi intéressant   Je recommande vivement cet hôtel"
137. Maxim Hotel,4 of 5 bubbles,13 reviews,"EGP 1,808EGP 1,591",https://www.tripadvisor.in/Hotel_Review-g294201-d3846972-Reviews-Maxim_Hotel-Cairo_Cairo_Governorate.html,"5 El Senaah St. Off Abbas El Akkad St. Nasr City, Cairo 11511 Egypt","Central location, close to everything, but on a quiet street. The staff was very helpful and accommodating. They are renovating the hotel, so some of the rooms are brand new and spacious. Good breakfast. Has wifi. Recommended!"
138. Nile Sky Suites Hotel,4 of 5 bubbles,4 reviews,"EGP 1,965",https://www.tripadvisor.in/Hotel_Review-g294201-d17662327-Reviews-Nile_Sky_Suites_Hotel-Cairo_Cairo_Governorate.html,"137 Abdulaziz AL Saud Street, Cairo 11451 Egypt",Rooms are big with a great view. Friendly staff. I stayed there twice. Breakfast box was ready at 5 am as I had two early departures. Wifi is a bit slow. For this room rate you can't get a better view. Also good location on the river and close to Tahrir Square.
139. Isis Hotel 2,4.5 of 5 bubbles,31 reviews,"EGP 1,035EGP 847",https://www.tripadvisor.in/Hotel_Review-g294201-d3819974-Reviews-Isis_Hotel_2-Cairo_Cairo_Governorate.html,"10 Mohamed Helmy Ibrahim from Shampollion St Downtown, Cairo 13333 Egypt","Isis Hotel 2 just opened last January, 2013."
140. New Panorama Hotel,5 of 5 bubbles,1 review,EGP 980,https://www.tripadvisor.in/Hotel_Review-g294201-d17793120-Reviews-New_Panorama_Hotel-Cairo_Cairo_Governorate.html,"42 Talaat Harb 6th Floor, Down Town, Cairo 11956 Egypt","I stayed in this hotel twice during my Egypt tour. The hotel is located in the Talaat Harb area (city center) of Cairo city and within 1 km of the of the Cairo museum (old one at Tahrir square). Khane-Kahlil and Al-Azhar mosque areas are not too far. The owner and the staffs (Ms Wafa and Mr. Amun) of the hotel were very friendly.  Rooms and the building were ole and very basic, bathroom had hot water. Clean room/bathroom. Breakfast was provided."
"InterContinental Citystars Cairo, an IHG Hotel",4.5 of 5 bubbles,"2,549 reviews","EGP 6,470",https://www.tripadvisor.in/Hotel_Review-g294201-d536381-Reviews-InterContinental_Citystars_Cairo_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Omar Ibn El Khattab Street Heliopolis, Cairo 11737 Egypt","Explore Cairo's heritage amidst modern luxuries and stay at the five-star InterContinental Citystars Cairo hotel in Cairo's Heliopolis, next to Stars Centre Mall. Relax in grand rooms with beautiful furnishings and views. Indulge at our 10 exquisite restaurants and bars. Need event space? Our private meeting rooms and Egypt's largest ballroom will satisfy your requirements. Our concierge gladly arranges private tours of the nearby Cairo Citadel, the Pyramids, and soon, The Grand Egyptian Museum."
141. Grand Lyly Hotel,3.5 of 5 bubbles,8 reviews,EGP 737EGP 684,https://www.tripadvisor.in/Hotel_Review-g294201-d12536907-Reviews-Grand_Lyly_Hotel-Cairo_Cairo_Governorate.html,"19 Adly, Al Fawalah, Downtown, Cairo 11511 Egypt","Grand Lyly Hotel is an excellent choice for travellers visiting Cairo, offering many helpful amenities designed to enhance your stay.Close to some of Cairo's most popular landmarks, such as Mosque of Al-Azhar (0.5 mi) and Zamalek (Gezira Island) (1.0 mi), Grand Lyly Hotel is a great destination for tourists.Guest rooms offer amenities such as air conditioning, a minibar, and a sofa.Cairo has plenty of Mediterranean restaurants. So when you’re here, be sure to check out popular spots like Sequoia, Nile Maxim, and Blue Nile, which are serving up some great dishes.Plus, during your trip, don't forget to check out a castle, such as Bab Zuweila.Enjoy your stay in Cairo!"
142. Cairo Plaza Hotel,3 of 5 bubbles,5 reviews,EGP 849,https://www.tripadvisor.in/Hotel_Review-g294201-d19258468-Reviews-Cairo_Plaza_Hotel-Cairo_Cairo_Governorate.html,"6 Bank Misr Street Off Sherif St., Front of the Central Bank of Egypt, 3rd Floor, Cairo 11511 Egypt","Located in Cairo and with Tahrir Square reachable within an 18-minute walk, Cairo Plaza Hotel has a tour desk, rooms, a shared lounge, free WiFi throughout the property and a terrace. The property is around a 20-minute walk from Khan Al Khalili, 2.1 km from Al-Azhar Mosque and 2.7 km from The Egyptian Museum. The property provides a 24-hour front desk, a shared kitchen and currency exchange for gu"
143. City Hotel,3 of 5 bubbles,24 reviews,"EGP 1,061EGP 853",https://www.tripadvisor.in/Hotel_Review-g294201-d12331289-Reviews-City_Hotel-Cairo_Cairo_Governorate.html,"162 El-tahrir st., Cairo 11511 Egypt","The City Hotel is situated in the center of Cairo, less than a 1-minute walk from the Egyptian Museum and Tahrir Square. In addition to convenient restaurants such as KFC or the famous oriental restaurant Felfela, several banks, embassies, and Metro stations are all within walking distance. The property is within a 5-minute walk to the Jewish temple and many other places of worship. The hotel offers elegant rooms with free Wi-Fi and has a restaurant that serves regional cuisine. For the comfort of the guests' room at this hotel is air conditioned and comes with a TV with satellite channels, a mini-bar, and a safety deposit box. Each room has a private bathroom fitted with a shower. All rooms at the hotel feature a city-view balcony. A complimentary breakfast is served daily which includes fresh fruits, vegetables, cheeses, breads, and eggs cooked to order. With a little advance notice upon your arrival, trips to destinations that you chose (according to a schedule of your choosing) can be arranged. Laundry service is also provided upon request. You will find a 24-hour front desk at the property. Khan Al Khalili is 1 km from the City Hotel, while Muizz Street is 2 km away. The nearest airport is Cairo International Airport, 16 km away."
144. Colour Holidays,2 of 5 bubbles,3 reviews,EGP 491,https://www.tripadvisor.in/Hotel_Review-g294201-d13121576-Reviews-Colour_Holidays-Cairo_Cairo_Governorate.html,"26 Shibeen Street, Cairo Egypt","Welcome to Colour Holidays, your Cairo “home away from home.” Colour Holidays aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.While staying at Colour Holidays, visitors can check out Mosque of Syeda Zainab (2.5 mi) and Khan Al-Khalili (2.9 mi), some of Cairo's top attractions.The rooms offer a fireplace, extra long beds, and a seating area, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.Colour Holidays features 24 hour front desk, room service, and baggage storage. In addition, as a valued Colour Holidays guest, you can enjoy an on-site restaurant that is available on-site. Guests arriving by vehicle have access to free parking.Travellers looking to enjoy some ribs can head to The Tap Maadi. Otherwise, you may want to check out an Asian restaurant such as Le Peking Zamalek, Sabai Sabai Thailand Restaurant, or The Karvin Hotel.If you are interested in exploring Cairo, check out one of the art museums, such as Gayer-Anderson Museum (Bayt al-Kiritliya), The Coptic Museum, and Museum of Islamic Arts.Colour Holidays puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable."
145. Jewel Sports City and Aqua Park,2.5 of 5 bubbles,65 reviews,"EGP 2,733",https://www.tripadvisor.in/Hotel_Review-g294201-d7744510-Reviews-Jewel_Sports_City_and_Aqua_Park-Cairo_Cairo_Governorate.html,"Al Zahraa Nassr City, Cairo 11511 Egypt","In New Cairo at Al Zahraa , Nasr City district, just 4 Km away from Cairo International Airport, TOLIP Sports City Resort & Spa has luxurious rooms with a magnificent terrace. It features an outdoor swimming pool, Aqua Park, Health club & Spa , 6 restaurants and bars, wide variety of sport activities, cinema and seven fully equipped conference and banquet halls"
"Holiday Inn Cairo - Citystars, an IHG Hotel",4.5 of 5 bubbles,"1,089 reviews","EGP 3,727",https://www.tripadvisor.in/Hotel_Review-g294201-d817571-Reviews-Holiday_Inn_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Ali Rashed Street Heliopolis, Cairo 11757 Egypt","A modern, family-friendly hotel in Cairo's dynamic Citystars Heliopolis In the heart of Citystars business and leisure complex and just 10 minutes from Cairo International Airport, the Holiday Inn® Cairo Citystars hotel is an ideal base for exploring the modern and historic attractions of Egypt's capital. Next to the hotel, Stars Centre Mall is home to over 640 of shops and high-tech amusements including Snow City and Magic Galaxy, Egypt's largest indoor theme park. Downtown Cairo is less than half an hour away. The hotel's family-friendly atmosphere makes everyone feel at home, from the rooftop garden with its adults' and children's swimming pools, to the Star Corner Café in the lobby. Open 24-hours, Windows Restaurant tempts diners with heaped international buffets and live cooking stations, and Indira Restaurant serves some of the best Indian food in Cairo. Business travelers appreciate the fast, free Wi-Fi, business center and 24-hour room service. Need to hold a meeting?"
146. Tolip Inn Maadi,2.5 of 5 bubbles,14 reviews,"EGP 1,695EGP 1,440",https://www.tripadvisor.in/Hotel_Review-g294201-d10061266-Reviews-Tolip_Inn_Maadi-Cairo_Cairo_Governorate.html,"Street 250, Ezbet Fahmy Olympic Centre / Maadi, Cairo 11511 Egypt","Welcome to Tolip Inn Maadi, your Cairo “home away from home.” Tolip Inn Maadi aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.Given the close proximity of popular landmarks, such as 360 EgypTours (2.0 mi) and Sun Temples of Abu Ghurab (2.2 mi), guests of Tolip Inn Maadi can easily experience some of Cairo's most well known attractions.Rooms at Tolip Inn Maadi provide air conditioning.In addition, while staying at Tolip Inn Maadi guests have access to 24 hour front desk, room service, and a chapel. You can also enjoy a pool and an on-site restaurant. Need a place to park? Street parking is available at Tolip Inn Maadi.Travellers looking for a place to eat close to Tolip Inn Maadi can head to Dona onesta (1.2 mi), Sizzler (0.8 mi), or Fuego Grill And Sushi Bar (0.8 mi), all of which are within walking distance.Looking to explore? Then look no further than Citadel (Al-Qalaa), Step Pyramid of Djoser, and Hanging Church (El Muallaqa, Sitt Mariam, St Mary), which are some popular Cairo architectural buildings – all conveniently located a short distance from the hotel.Tolip Inn Maadi puts the best of Cairo at your fingertips, making your stay both relaxing and enjoyable."
147. Tolip Gardens Hotel,2.5 of 5 bubbles,9 reviews,"EGP 3,139",https://www.tripadvisor.in/Hotel_Review-g294201-d23899136-Reviews-Tolip_Gardens_Hotel-Cairo_Cairo_Governorate.html,"Suez Road, Cairo 11511 Egypt","Five Stars Hotel Located in Cairo, Egypt. Tolip Hotel Gardens resides near the Cairo Suez Road, right in the heart of the Gardenia Compound. The hotel stands a mere 10 minutes away from the Cairo International Airport."
148. Kanzy Hotel,2.5 of 5 bubbles,7 reviews,"EGP 1,436EGP 1,319",https://www.tripadvisor.in/Hotel_Review-g294201-d562289-Reviews-Kanzy_Hotel-Cairo_Cairo_Governorate.html,"9 Abou Bakr El Seddik St, Cairo 11511 Egypt","Finding an ideal hotel in Cairo does not have to be difficult. Welcome to Kanzy Hotel, a nice option for travellers like you.Nearby landmarks such as 360 EgypTours (1.2 mi) and Sun Temples of Abu Ghurab (1.4 mi) make Kanzy Hotel a great place to stay when visiting Cairo.Rooms at Kanzy Hotel provide air conditioning, and guests can stay connected with paid wifi.In addition, while staying at Kanzy Hotel guests have access to 24 hour front desk, room service, and a concierge. You can also enjoy a pool and an on-site restaurant. Need a place to park? There is paid private parking available on-site.If you are looking for a good barbeque restaurant, you may want to check out Abu Shakra or Seoul Barbecue while staying at Kanzy Hotel.Looking to explore? Then look no further than Memphis and Sakkara, Statue of Ramesses II, and Mit Rahina Museum Colossus of Ramses II, which are some popular Cairo monuments and statues – all conveniently located a short distance from the hotel.Kanzy Hotel looks forward to welcoming you on your visit to Cairo."
149. Egyptian Night Hostel,2 of 5 bubbles,2 reviews,"EGP 1,139",https://www.tripadvisor.in/Hotel_Review-g294201-d23905573-Reviews-Egyptian_Night_Hostel-Cairo_Cairo_Governorate.html,,"El edificio es horrible, la habitación que me dieron olía fatal y el colchón el peor en el que he dormido en mucho tiempo. Los impuestos no estaban incluidos en el precio que resultó carísimo para lo que ofrecen."
150. Pyramids Loft Guesthouse,5 of 5 bubbles,20 reviews,,https://www.tripadvisor.in/Hotel_Review-g294201-d13133447-Reviews-Pyramids_Loft_Guesthouse-Cairo_Cairo_Governorate.html,"35 Abouelhoul St.,Nezlet Semman, Cairo 11511 Egypt","Our newly-renovated property, complete with dazzling rooftop patio, is located up the street from the magnificent pyramids. The property features cozy rooms and a breathtaking panoramic view of the pyramids. Come stay with us and experience the last remaining wonder of the ancient world. The Guest House offers communal spaces to socialize with fellow travelers from around the world, as well as private bathrooms on each floor. Enjoy a drink and a bite to eat while you soak up the unparalleled view of the Giza Plateau from our rooftop terrace. The combination of authentic Egyptian culture and international guests makes for a truly unique experience you will remember forever!"
"InterContinental Cairo Semiramis, an IHG Hotel",4.5 of 5 bubbles,"2,840 reviews","EGP 5,987",https://www.tripadvisor.in/Hotel_Review-g294201-d299113-Reviews-InterContinental_Cairo_Semiramis_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Corniche El Nil, Cairo 11511 Egypt","On the historic Semiramis hotel site, guests can enjoy modern luxury by the river Nile. Semiramis InterContinental Cairo is 23 KM from Cairo International airport with a premium location in the heart of the city center next to the Egyptian Museum and Khan el Khalili. The Hotel features a 26 sq m2 rooftop pool, fine dining with exquisite cuisine, conference facilities, a state of the art spa, a shopping arcade, and the Nile Terrace offering stunning views of the sunset over the Nile."
151. Downtown Inn,5 of 5 bubbles,7 reviews,EGP 855EGP 602,https://www.tripadvisor.in/Hotel_Review-g294201-d13953090-Reviews-Downtown_Inn-Cairo_Cairo_Governorate.html,"42 Talaat Harb Street, Cairo 11511 Egypt","Unbeatable location, spotless clean room and bath, extremely hospitable hosts - I couldn't ask for more! I checked in late (around 11pm) and it was a smooth process - thanks to Mr. Umar - one of the hosts. Mr. Umar is always happy to share words of wisdom from his decades of experience and I really appreciate all the food and travel tips I got from him! Mr. Ibrahim, the other host is a resourceful and energetic young man. This cool dude gave me loads of tour options (even for other cities like Aswan and Luxor), helped me exchange currency, arranged transportation. Between them and the very helpful Moustafa and Mary there's always someone at front desk, eager to assist.  There's a ton to do around this area. One can walk over to the the Museum, Tahrir Square, Nasr Metro Station, Bo Bus station or the Nile in about 10 minutes. My room was surprisingly quiet considering the busy location! The railway station is about 1km away. Countless shopping and food options in the neighborhood - from touristy to very local stuff!  The general vibe at the hotel is very welcoming, laid back and casual. They serve breakfast and even offered to customize it for me. There's a shared kitchen and plenty of seating in the lobby. The wifi is not the best, though it was being hogged by a few guests streaming videos all day. I found an unused wifi router in the hallway and set it up as a range extender. The hosts were immensely grateful!  Made some great connections with the hosts and fellow travelers as I lounged about the lobby, sipping some of their amazing shaay :) Special mention for Ahmed - the dashing young man who drove me all around Cairo, Giza, dropped me to the train station and even invited me for a home-cooked meal! Mr. Omar and Ibrahim are ambassadors of Egyptian hospitality. They made me feel like a guest and not a customer. It was almost too good to be true! They actually convinced me to return to Egypt! I'll certainly stay again at Mr. Umar and Mr. Ibrahim's place…"
152. Cheers Hostel Cairo,5 of 5 bubbles,30 reviews,"EGP 1,514EGP 1,344",https://www.tripadvisor.in/Hotel_Review-g294201-d16724036-Reviews-Cheers_Hostel_Cairo-Cairo_Cairo_Governorate.html,"34 Talaat Harb, Yacoubian building, downtown, 3rd floor, Cairo 11511 Egypt","Here at Cheers Hostel, we're about celebrating the good times. You'll feel instantly at home here with our laid-back and friendly atmosphere, fun social spaces and great facilities."
153. Isis Hotel 2,4.5 of 5 bubbles,31 reviews,"EGP 1,035EGP 847",https://www.tripadvisor.in/Hotel_Review-g294201-d3819974-Reviews-Isis_Hotel_2-Cairo_Cairo_Governorate.html,"10 Mohamed Helmy Ibrahim from Shampollion St Downtown, Cairo 13333 Egypt","Isis Hotel 2 just opened last January, 2013."
154. El Otel,5 of 5 bubbles,2 reviews,EGP 882,https://www.tripadvisor.in/Hotel_Review-g294201-d23961336-Reviews-El_Otel-Cairo_Cairo_Governorate.html,"14 Gawad Hosny St, Abdeen, Downtown, Cairo 11511 Egypt","Wonderful hotel with great staff, cute room design and great location.  Very clean. You can take very beautiful photos, the wooden shutters are beautiful green and the view from the window is gorgeous . This hotel is animal friendly, it's amazing ❤️ Thank you for a wonderful stay in Cairo city 💫"
155. New Palace Hotel,4 of 5 bubbles,152 reviews,EGP 495,https://www.tripadvisor.in/Hotel_Review-g294201-d620930-Reviews-New_Palace_Hotel-Cairo_Cairo_Governorate.html,"17, Soliman El Halaby Street, Cairo 1000 Egypt","The open air roof garden is only one of the attractive features of this budget hotel. It's a legend among budget travelers and is still one of the cheapest places available in Cairo. The nice roof garden is divided into different parts. Every part resembles different culture of Egyptian life. The restaurant, open 24 hours, has an oriental sitting area, a water fountain and a billiard table free for the guests."
Fairmont Nile City,4.5 of 5 bubbles,"5,393 reviews","EGP 4,838",https://www.tripadvisor.in/Hotel_Review-g294201-d580690-Reviews-Fairmont_Nile_City-Cairo_Cairo_Governorate.html,"Nile City Towers - 2005 B, Corniche El Nil Ramlet Beaulac, Cairo 2466 Egypt","A melting pot of history and diversity, the city of Cairo is ideal for both business and leisure. Like the city itself, Fairmont Nile City offers a delightful series of contrasts, combining advanced technology and modern design with local flavors and flair. With sweeping panoramas of the river Nile and the Pyramids in the distance, Cairo’s beauty and history are always in sight from your luxury accommodation. During your stay, embark on culinary adventures at the city’s finest restaurants, enjoy the fresh air at our rooftop poolside restaurant and pamper yourself at Willow Stream Spa. Part of the prestigious Nile City complex, this luxury hotel is the perfect location for business events. The space consists of 845 square meters (9,100 square feet) plus 450 square meters (4,800 square feet) of outdoor space dedicated to meetings and conventions, comprising of 10 meeting rooms including a ballroom. The space also offers spectacular river Nile views."
156. Castle Hostel,4.5 of 5 bubbles,317 reviews,EGP 716,https://www.tripadvisor.in/Hotel_Review-g294201-d15287422-Reviews-Castle_Hostel-Cairo_Cairo_Governorate.html,"33 B Ramsis Street Maarouf tower, Cairo 11511 Egypt","The worst communication ever, they have cancelled my reservation without a notice or even a call and when I called to for something by chance they told me your bookings cancelled as I am Egyptian  The worst attitude from the guy answered the call   Never deal with them   Take care not to have the issue I have now for being tired and must look for a place to book"
157. Golden Star Hotel,5 of 5 bubbles,5 reviews,EGP 754,https://www.tripadvisor.in/Hotel_Review-g294201-d17510110-Reviews-Golden_Star_Hotel-Cairo_Cairo_Governorate.html,"11 Sherif Basha In front of El Lewaa Building , 3rd floor, Abdeen, Downtown, Cairo 11511 Egypt","Hôtel réservé via Booking. Arrivée à 3h du matin après un long vol, en famille alors que 3 chambres avaient été réservées… pour s’entendre dire après 1h de taxi que l’hôtel avait décidé de louer nos chambres sans nous prévenir. Emplacement bien mais hôtel minable, immeuble en travaux, ascenseur qui fait peur, personnel minable."
158. The Location Hotel,3.5 of 5 bubbles,9 reviews,"EGP 1,096EGP 1,016",https://www.tripadvisor.in/Hotel_Review-g294201-d21126869-Reviews-The_Location_Hotel-Cairo_Cairo_Governorate.html,"Abd El-Khalik Tharwat 34, Cairo 11599 Egypt","La dirección no es exactamente donde menciona en internet, es una cuadra antes, la atención de la chica de recepción es muy buena y amable, y tiene buena ubicación,las habitaciones son cómodas y cumplen con relación calidad y costo, cerca de ahí está un lugar de comida egipcia FELFELA, buenísimo!!! "
159. Capital Hotel Cairo,4.5 of 5 bubbles,2 reviews,"EGP 1,210",https://www.tripadvisor.in/Hotel_Review-g294201-d19984679-Reviews-Capital_Hotel_Cairo-Cairo_Cairo_Governorate.html,"Behlar Passage Building Number 1, From Kasr Al Nile St., First Floor Downtown, Cairo 99999 Egypt","This has been another good choice for this trip!   A local friend helped me find it.  Staff are GREAT!   EXCELLENT ENGLISH,  friendly quick & thorough responses to requests.   The lobby & rooms are kept neat and clean & comfortable.  My Room was super quiet due to thick walls and being in the center of the building.  Location is also solo perfectly situated.   10 min walk from Cairo Museum,  3 min walk to Jazz restaurant.... Excellent local take away.... It's where the locals eat.    I would stay here again and do highly recommend it.  Brian"
160. Gamaleya Boutique Hotel,5 of 5 bubbles,1 review,"EGP 2,818EGP 2,349",https://www.tripadvisor.in/Hotel_Review-g294201-d23925153-Reviews-Gamaleya_Boutique_Hotel-Cairo_Cairo_Governorate.html,"14 Street Amir El Geyoush, Cairo 11511 Egypt","This lovely hotel is a hidden gem just inside the walls of the old part of Cairo. This is where you will immediately feel you are part of Cairo street life with all its amazing colour and energy in a way you never would in one of the smart hotels in the modern part of Cairo. The minute you walk out of the door you will be in the vast ancient souk full of life and colour. The building used to be a soap factory which the owner discovered in ruins and has built into a delightful boutique hotel. It’s a true community enterprise because on the ground floor are artisan craftspeople working in separate little workshops - silversmiths, weavers, woodworkers etc- you can enjoy watching them at work and buy their beautiful creations if you like. The staff are absolutely lovely - nothing us too much trouble for them. This place feels more like a home than a hotel. Highly recommended!…"
Sofitel Cairo Nile El Gezirah,4.5 of 5 bubbles,"3,918 reviews","EGP 5,122",https://www.tripadvisor.in/Hotel_Review-g294201-d304481-Reviews-Sofitel_Cairo_Nile_El_Gezirah-Cairo_Cairo_Governorate.html,"3 El Thawra Council St Zamalek, Cairo Egypt","On the southern tip of Gezirah Island, the hotel is a corner of paradise in central Cairo, minutes from Cairo’s business districts. Discover a haven of peace during a vacation in Egypt, and a comfortable base to rest after a successful day of business. Relax by the pool, pamper yourself in Sofitel SPA, wine and dine in our international restaurants and bars. Surrender to luxury and come for a day, a weekend, a week…or more. A stroll along the hotel’s lush riverside promenade takes you to a host of acclaimed restaurants and bars. You can take your time, enjoying the cool shade of exotic palms and breathing in the scent of hibiscus. You’ll hear the gentle sound of water lapping as you rest on a Nile-side terrace with a cool drink, and dine on international cuisine. It’s especially beautiful at dusk, when the sun sets over Cairo’s skyline and vibrant nightlife. Escape the city for a day at our secluded Cairo hotel, which feels like an exclusive Egyptian resort set in lush gardens. Take advantage of Sofitel SPA and Sofitel FIT, float in an infinity pool overlooking the Nile, unwind in a bubbling whirlpool bath… whatever you desire. Day membership includes discounts to the restaurants and bars which line the Nile-side promenade, promising refreshment and fun for families, couples and friends."
161. Heritage Hostel,5 of 5 bubbles,21 reviews,"EGP 1,186EGP 1,059",https://www.tripadvisor.in/Hotel_Review-g294201-d17769474-Reviews-Heritage_Hostel-Cairo_Cairo_Governorate.html,"13 Meret Basha, Cairo 11511 Egypt","clean and cosy Hostel centrally located in Cairo! the staff is very friendly and helpful! the room (private) was large, bed comfortable with fridge and ac! the breakfast has a lot of food! don’t be fooled by the old building, this Hostel is very good! "
162. Australian Deluxe Hostel,5 of 5 bubbles,1 review,EGP 944,https://www.tripadvisor.in/Hotel_Review-g294201-d21231910-Reviews-Australian_Deluxe_Hostel-Cairo_Cairo_Governorate.html,"23 Abd El-Khalik Tharwat, Cairo 11511 Egypt","In a nutshell : a must go! The rooms are big and clean, the beds comfortable.  The breakfast is good and cheap - as like a lot of Amazing egyptian food !! The location of the hostel is very good, within walking distance of a lot of nice buildings and museums. And the staff is INCREDIBLE! They are so nice and understanding and welcoming. We really felt good there."
163. Kmt Hostel,4.5 of 5 bubbles,4 reviews,EGP 896,https://www.tripadvisor.in/Hotel_Review-g294201-d23751971-Reviews-Kmt_Hostel-Cairo_Cairo_Governorate.html,"8 Gawad Housny 3rd Floor, Cairo 11511 Egypt","I chose KMT Hostel since I needed a cheap place to sleep for one night in Cairo.  It's well located - I walked there from the bus station.  There are restaurants nearby and the metro is close.   My bunk bed was comfortable and roomy, though I suspect the room gets crowded when all the beds are taken.  The bunk has a personal plug, light and a shelf.  Bathroom was clean with good showers.   I left early, so didn't try the breakfast.  The hotel owner was my taxi driver to the airport, very easy.  I wish there was an indoor lounge with no smoking allowed. FYI there is no outdoor space, which would be a pain for a longer visit.  Front desk staff seems hit or miss."
164. Ciao Cairo Hotel,4.5 of 5 bubbles,3 reviews,EGP 643,https://www.tripadvisor.in/Hotel_Review-g294201-d3842763-Reviews-Ciao_Cairo_Hotel-Cairo_Cairo_Governorate.html,"28 Ahmed Helmy St. Downtown, Cairo 11511 Egypt","++jag tycket om mitt rum tyst,rent ,luftkonditioneringen går bra. restaurang är ren och frukosten är mycket service vänligt. sängen är bekväma. _ _ ingen städning under mitt 3 dags besök.hissen är den minsta som jag har åkt med"
165. Hostel Vienna,3.5 of 5 bubbles,24 reviews,EGP 570EGP 527,https://www.tripadvisor.in/Hotel_Review-g294201-d3856938-Reviews-Hostel_Vienna-Cairo_Cairo_Governorate.html,"26 Mahmoud Basiony St. Downtown, Cairo 11511 Egypt","Vienna Hostel is located at a very good area Down Town close to Talaat Harb square , ancient historical buildings surrounded by many good shops and restaurants.   My room was nice and simple has a balcony,  with its private bathroom and AC,  the Free Wi-Fi service was very good value too . I could Recommend it to others"
"Staybridge Suites Cairo - Citystars, an IHG Hotel",4.5 of 5 bubbles,234 reviews,"EGP 4,825",https://www.tripadvisor.in/Hotel_Review-g294201-d1150283-Reviews-Staybridge_Suites_Cairo_Citystars_an_IHG_Hotel-Cairo_Cairo_Governorate.html,"Emtedad Makram Obied Street Heliopolis, Cairo 11737 Egypt","Modern serviced apartments for extended stays in dynamic Cairo Citystars. Offering the comfort and convenience of a home away from home, Staybridge Suites® Cairo Citystars has everything you need for independent living in the exciting commercial hub of Heliopolis. With direct access to Stars Centre shopping mall, and just a seven-minute drive from Cairo International Airport and Cairo International Convention and Exhibition Centre, our 140 fully furnished studios and suites place travelers where they need to be. The buzzing streets of downtown Cairo are half an hour away, with the Great Pyramids a little further. Business travelers on extended stays in Cairo can settle into a spacious studio or suite with up to three bedrooms. Full kitchens and living areas let you cook, work and entertain in style, and Wi-Fi is complimentary throughout. A free buffet breakfast sets you up for the day, and an Evening Social invites you to mingle with fellow guests over dinner three nights a week."
166. Richmond House Hostel,3.5 of 5 bubbles,3 reviews,EGP 823,https://www.tripadvisor.in/Hotel_Review-g294201-d1203863-Reviews-Richmond_House_Hostel-Cairo_Cairo_Governorate.html,"41 Sherif Basha, Cairo 11511 Egypt","This hotel was a discovery for me! I originally booked a neighbor hotel, but when I arrived there at 3:00 AM they told me they were overbooked and had no room for me. Richmond House was the closed one, so I popped up without a reservation and the manager on reception was more than helpful. He only had one room available for just one night, so he let me take it with a good rate. He advised me to check again next day, and luckily they had a cancellation, so I continued my stay in another room.  Both rooms were clean, nicely furnished in a traditional style. Beds were very comfortable. Hot water was always available. Cleaning lady was doing a great job. All staff I met were super friendly and went out of their way to assist.  The location is convenient. If you walk out from the building, you will find many places to eat - from street vendors and fast food chain (KFC is 5 minutes walk) to decent restaurants. Tahrir Square and Egyptian Museum are around 15 minutes walk.  I definitely recommend this hotel for a budget stay!…"
