,Unnamed: 0,Name,City,phone_no,location,Full Address,Latitude,Longitude,cuisines,rate,number of reviews
289,374,Buffalo Burger,Cairo,+20 19941,"South Teseen Road Downtown Katameya, Cairo 11511 Egypt","Buffalo Burger Cairo South Teseen Road Downtown Katameya, Cairo 11511 Egypt ",30.017171,31.4127951,"American, Fast Food",4.0,47.0
290,375,Cook Door,Cairo,+20 2 27072316,"17 Abd El-Rahman, Cairo 11511 Egypt","Cook Door Cairo 17 Abd El-Rahman, Cairo 11511 Egypt ",30.0944117,31.2498047,Fast Food,4.0,42.0
291,376,Carino's Italian Grill,Cairo,126487305,"Nile City, Cairo 11511 Egypt","Carino's Italian Grill Cairo Nile City, Cairo 11511 Egypt ",30.0444196,31.2357116,Italian,4.0,27.0
292,377,Zack's Bakery Cafe,Cairo,+20 122 049 7357,"1 Al Rehab Mall Basement Floor, Cairo 11511 Egypt","Zack's Bakery Cafe Cairo 1 Al Rehab Mall Basement Floor, Cairo 11511 Egypt ",30.0588023,31.4959445,Cafe,4.5,9.0
293,379,Pavilion Restaurant,Cairo,+20 103 305 5585,"Triumph Luxury Hotel Block 19 In Front Of Katameya Heights, Cairo 11511 Egypt","Pavilion Restaurant Cairo Triumph Luxury Hotel Block 19 In Front Of Katameya Heights, Cairo 11511 Egypt ",30.0033427,31.4012146,International,5.0,4.0
294,382,Strada,Cairo,+20 2 35671600,"Charle de Gaule, Cairo 11511 Egypt","Strada Cairo Charle de Gaule, Cairo 11511 Egypt ",30.0444196,31.2357116,"Italian, Pizza, European",4.5,15.0
295,383,Koshary Sayed Hanafy,Cairo,+20 2 25769162,"5 El Araby Square El Tawfeeqia, Cairo 11511 Egypt","Koshary Sayed Hanafy Cairo 5 El Araby Square El Tawfeeqia, Cairo 11511 Egypt ",30.0582804,31.263229,Fast Food,4.5,13.0
296,384,Bahary Fish,Cairo,+20 100 843 1000,"62 El Nasr St., Cairo 11511 Egypt","Bahary Fish Cairo 62 El Nasr St., Cairo 11511 Egypt ",29.975247,31.2803264,Seafood,4.5,11.0
297,386,Oliveto,Cairo,+20 102 100 0777,"Cairo Festival City Mall, 5th Settlement, Cairo 11511 Egypt","Oliveto Cairo Cairo Festival City Mall, 5th Settlement, Cairo 11511 Egypt ",30.0084868,31.4284756,"Italian, Pizza",4.5,12.0
298,387,Between The Buns - BTB,Cairo,+20 100 100 7733,"90th Street Lakehouse The Club, Cairo 11511 Egypt","Between The Buns - BTB Cairo 90th Street Lakehouse The Club, Cairo 11511 Egypt ",30.0244686,31.4536429,Fast Food,5.0,4.0
299,388,Bonsai,Cairo,+20 101 021 0277,"Villa 10 El Gezira Street Zamalek, Cairo Egypt","Bonsai Cairo Villa 10 El Gezira Street Zamalek, Cairo Egypt ",30.0563307,31.2217964,Sushi,4.0,13.0
300,389,Cortigiano,Cairo,+20 2 24142402,"14 Samir Mokhtar St Off Nabil El Waqqad St. Heliopolis, Cairo 11511 Egypt","Cortigiano Cairo 14 Samir Mokhtar St Off Nabil El Waqqad St. Heliopolis, Cairo 11511 Egypt ",30.0821168,31.3371594,"Italian, Mediterranean, European",3.5,44.0
301,391,Cuba Cabana Restaurant,Cairo,+20 2 23783300,"7 28 Road Maadi, Cairo 11511 Egypt","Cuba Cabana Restaurant Cairo 7 28 Road Maadi, Cairo 11511 Egypt ",29.9560962,31.2599695,"Lebanese, International",4.0,30.0
302,394,Gravita Rooftop Restaurant,Cairo,+20 109 266 6222,"Mehwar Naguib Mahfouz, Ring Road, First Settlement Porto Cairo Mall, Cairo 11511 Egypt","Gravita Rooftop Restaurant Cairo Mehwar Naguib Mahfouz, Ring Road, First Settlement Porto Cairo Mall, Cairo 11511 Egypt ",30.0911375,31.1970426,Italian,4.5,14.0
303,395,Antique Khana,Cairo,+20 122 216 8458,"8 Brazil Street Zamalek, Cairo Egypt","Antique Khana Cairo 8 Brazil Street Zamalek, Cairo Egypt ",30.0610705,31.2223904,"International, Egyptian, Cafe, Mediterranean",4.0,22.0
304,396,Tres Bon,Cairo,+20 2 24153188,"74 Omar Ibn El Khattab Tivoli Dome Food Court, Cairo 11511 Egypt","Tres Bon Cairo 74 Omar Ibn El Khattab Tivoli Dome Food Court, Cairo 11511 Egypt ",30.0970572,31.2764382,International,4.5,10.0
305,397,Gaby's,Cairo,+20 100 854 2900,"Store 55-60 Citystars Phase 2 Infront Of The VIP Cinemas, Cairo 11511 Egypt","Gaby's Cairo Store 55-60 Citystars Phase 2 Infront Of The VIP Cinemas, Cairo 11511 Egypt ",30.0444196,31.2357116,International,3.5,33.0
306,399,Kababgy El Azhar Farahat,Cairo,+20 2 22560901,"27 A El Hegaz St., Cairo 11511 Egypt","Kababgy El Azhar Farahat Cairo 27 A El Hegaz St., Cairo 11511 Egypt ",30.0988815,31.3232236,Middle Eastern,4.0,13.0
307,400,Taboula,Cairo,+20 2 26245722,"2 Mostafa Mokhtar St. Off Ammar Ibn Yasser St., Cairo 11511 Egypt","Taboula Cairo 2 Mostafa Mokhtar St. Off Ammar Ibn Yasser St., Cairo 11511 Egypt ",30.1133758,31.3569775,"Mediterranean, Middle Eastern, Lebanese",4.0,13.0
308,401,Sufi Bookstore,Cairo,+20 100 569 6878,"12 Sayed Bakry Street Zamalek, Cairo Egypt","Sufi Bookstore Cairo 12 Sayed Bakry Street Zamalek, Cairo Egypt ",30.0601775,31.2229043,"Cafe, Egyptian",4.5,12.0
309,402,gandofly,Cairo,+20 122 244 4190,"Al Nasr St. Maadi, Cairo 11511 Egypt","gandofly Cairo Al Nasr St. Maadi, Cairo 11511 Egypt ",29.9601561,31.2569138,Seafood,4.0,21.0
310,405,Sol Pool Bar,Cairo,+20 2 24063333,"Ring Road Renaissance Cairo Mirage City Hotel, Cairo 11511 Egypt","Sol Pool Bar Cairo Ring Road Renaissance Cairo Mirage City Hotel, Cairo 11511 Egypt ",30.0911375,31.1970426,"Bar, Pub",4.5,11.0
311,406,Peking,Cairo,25164218,"29 El Nasr St Maadi, Cairo 11511 Egypt","Peking Cairo 29 El Nasr St Maadi, Cairo 11511 Egypt ",30.1041339,31.2657361,"Chinese, Asian",4.0,26.0
312,407,Thawq Coffee House,Cairo,+20 101 622 9975,"6 Abd El-Moneim Ismail Almazah, Cairo 11511 Egypt","Thawq Coffee House Cairo 6 Abd El-Moneim Ismail Almazah, Cairo 11511 Egypt ",30.086757,31.3422165,"Turkish, Middle Eastern, Arabic",5.0,5.0
313,408,Fuego,Cairo,165524466,"35 Abou El Feda st Zamalek, Cairo 11511 Egypt","Fuego Cairo 35 Abou El Feda st Zamalek, Cairo 11511 Egypt ",30.0701877,31.2193065,"Japanese, Sushi, Asian",4.0,17.0
314,409,3enab,Cairo,+20 2 27358465,"13B Maraashly St, Zamalek, Cairo, Egypt, Cairo 11511 Egypt","3enab Cairo 13B Maraashly St, Zamalek, Cairo, Egypt, Cairo 11511 Egypt ",30.065565,31.2207829,"Lebanese, International, Mediterranean",4.5,8.0
315,411,Sphinx Sun 2 Restaurant,Cairo,+20 106 797 0911,"Pyramids, Cairo 11511 Egypt","Sphinx Sun 2 Restaurant Cairo Pyramids, Cairo 11511 Egypt ",30.0444196,31.2357116,"Mediterranean, Egyptian",4.0,13.0
316,412,Kastan,Cairo,+20 2 25287370,"Corniche El Nil, Cairo 11511 Egypt","Kastan Cairo Corniche El Nil, Cairo 11511 Egypt ",30.0444196,31.2357116,Seafood,4.5,8.0
317,414,Lychee,Cairo,+20 120 006 7666,"15 Cairo Festival Mall 66, Street, Cairo 11511 Egypt","Lychee Cairo 15 Cairo Festival Mall 66, Street, Cairo 11511 Egypt ",30.0328642,31.4100122,Healthy,4.0,12.0
318,415,La Rosa,Cairo,+20 2 25167337,"19 231st, Degla, Maadi, Cairo 11511 Egypt","La Rosa Cairo 19 231st, Degla, Maadi, Cairo 11511 Egypt ",29.9596171,31.2770908,"Italian, Pizza",4.0,22.0
319,417,Battaw,Cairo,+20 100 066 0810,"120 El-Sayed El-Merghany, Cairo 11511 Egypt","Battaw Cairo 120 El-Sayed El-Merghany, Cairo 11511 Egypt ",30.0881119,31.3358904,"Mediterranean, Egyptian",5.0,5.0
320,418,Carlo's Heliopolis Restaurant & Café,Cairo,+20 120 719 8887,"58 Beirut Street 1920s Boutique Hotel, Cairo 11511 Egypt","Carlo's Heliopolis Restaurant & Café Cairo 58 Beirut Street 1920s Boutique Hotel, Cairo 11511 Egypt ",30.0929723,31.3280011,"Lebanese, Mediterranean, Italian, Indian, International, Asian, Egyptian",4.5,5.0
321,420,La Curva 1907,Cairo,+20 120 762 6099,"10 Ramsis St. Korba, Cairo 11511 Egypt","La Curva 1907 Cairo 10 Ramsis St. Korba, Cairo 11511 Egypt ",30.0868306,31.324598,"Mediterranean, Asian, Italian, Steakhouse, Sushi",4.5,8.0
322,422,Room Art space,Cairo,+20 100 068 1543,Cairo Egypt,Room Art space Cairo Cairo Egypt ,30.0353942,31.2313256,International,4.5,8.0
323,424,The Fondue Pot,Cairo,+20 2 24186521,"6 El Shahid Abdel Moneim Hafez st., from Nozha st. Heliopolis, Cairo 11511 Egypt","The Fondue Pot Cairo 6 El Shahid Abdel Moneim Hafez st., from Nozha st. Heliopolis, Cairo 11511 Egypt ",30.0895619,31.3413473,"Swiss, European",4.0,37.0
324,426,Capital Grill,Cairo,+20 114 555 4000,"2 Street 26, District The 5th Settlement, Cairo 11511 Egypt","Capital Grill Cairo 2 Street 26, District The 5th Settlement, Cairo 11511 Egypt ",30.0062707,31.4389039,International,5.0,5.0
325,427,Brew&Chew,Cairo,+20 106 699 6720,"Cairo Festival City Mall, Cairo 11511 Egypt","Brew&Chew Cairo Cairo Festival City Mall, Cairo 11511 Egypt ",30.0328642,31.4100122,"Italian, Pizza, Soups",4.5,6.0
326,430,Da Riccardo Pizzeria,Cairo,+20 19982,"Saray El Gezirah st, Cairo 11511 Egypt","Da Riccardo Pizzeria Cairo Saray El Gezirah st, Cairo 11511 Egypt ",30.0444196,31.2357116,"Italian, Pizza",4.5,8.0
327,431,Steak out,Cairo,24180141,"52 Omar Ebn Alkhatab Swtreet City Stars Mall Phase 1, Cairo 11511 Egypt","Steak out Cairo 52 Omar Ebn Alkhatab Swtreet City Stars Mall Phase 1, Cairo 11511 Egypt ",30.0940406,31.3374624,"Steakhouse, International",3.5,46.0
328,434,Royal Tandoor,Cairo,+20 115 521 5454,"Riverwalk Wadi Degla Mall, Cairo 11511 Egypt","Royal Tandoor Cairo Riverwalk Wadi Degla Mall, Cairo 11511 Egypt ",30.0379226,31.4755503,Indian,4.5,6.0
329,435,Fresco,Cairo,+20 2 26910270,"49 Hassan Aflaton St, Ard el Golf, Heliopolis, Cairo 11511 Egypt","Fresco Cairo 49 Hassan Aflaton St, Ard el Golf, Heliopolis, Cairo 11511 Egypt ",30.0787226,31.3409073,"Italian, French, Cafe, Deli",5.0,8.0
330,438,Abou El Sid,Cairo,+20 114 414 7339,"Porto Cairo Mall, Cairo 11511 Egypt","Abou El Sid Cairo Porto Cairo Mall, Cairo 11511 Egypt ",30.0444196,31.2357116,"Barbecue, Egyptian, Mediterranean",4.0,15.0
331,439,Sapori di Carlo,Cairo,+20 120 809 0990,"49 Mohammed Mazhar, Cairo 11511 Egypt","Sapori di Carlo Cairo 49 Mohammed Mazhar, Cairo 11511 Egypt ",30.0719092,31.2219107,"Italian, Pizza",4.0,12.0
332,440,Halawa we Zataar,Cairo,+20 127 796 6760,"Abdulaziz Al Saud, Cairo 35855 Egypt","Halawa we Zataar Cairo Abdulaziz Al Saud, Cairo 35855 Egypt ",30.0444196,31.2357116,Mediterranean,4.5,5.0
333,441,Pub 28,Cairo,+20 2 37359200,"28 Shagarat el Dor St, Cairo 11511 Egypt","Pub 28 Cairo 28 Shagarat el Dor St, Cairo 11511 Egypt ",30.0444196,31.2357116,"Bar, Pub, International",3.5,81.0
334,442,Papa John's,Cairo,+20 19277,"8 2 El Nasr St. Above Hardee's, Cairo 11511 Egypt","Papa John's Cairo 8 2 El Nasr St. Above Hardee's, Cairo 11511 Egypt ",30.1036502,31.265455,"Pizza, Italian",4.0,17.0
335,443,Torii Sushi and Teppanyaki,Cairo,+20 2 27394691,"16 Saray El Gezira Street Cairo Marriott Hotel & Omar Khayyam Casino, Cairo 11511 Egypt","Torii Sushi and Teppanyaki Cairo 16 Saray El Gezira Street Cairo Marriott Hotel & Omar Khayyam Casino, Cairo 11511 Egypt ",30.057062,31.224513,"Sushi, Japanese",4.5,9.0
336,447,CHO Restaurant,Cairo,+20 111 141 2820,"10 Hassan Sadek Pacha St. Heliopolis, Cairo 11511 Egypt","CHO Restaurant Cairo 10 Hassan Sadek Pacha St. Heliopolis, Cairo 11511 Egypt ",30.085473,31.328782,"Japanese, International, Sushi",4.5,5.0
337,451,Marasy Restaurant,Cairo,+20 128 003 3190,"El-Saada St Near Carrefour, Cairo 11511 Egypt","Marasy Restaurant Cairo El-Saada St Near Carrefour, Cairo 11511 Egypt ",29.9828057,31.3192813,Seafood,4.5,9.0
338,453,Mantis,Cairo,+20 100 178 8807,"9 Rostom Street, Cairo 11511 Egypt","Mantis Cairo 9 Rostom Street, Cairo 11511 Egypt ",30.0709478,31.2395895,"Mediterranean, Fusion",4.0,12.0
339,455,Room,Cairo,+20 100 068 1543,"10 Etehaad Al Mohamin st. Garden City, Cairo 11562 Egypt","Room Cairo 10 Etehaad Al Mohamin st. Garden City, Cairo 11562 Egypt ",30.0352336,31.2313666,Cafe,4.5,9.0
340,456,San Marino,Cairo,+20 2 25192451,"263 29 Rd. Maadi, Beside Mostafa Pharmacy, Cairo 11511 Egypt","San Marino Cairo 263 29 Rd. Maadi, Beside Mostafa Pharmacy, Cairo 11511 Egypt ",29.9718234,31.2778223,"Asian, Korean",4.0,14.0
341,457,Karvin Massala,Cairo,+20 120 324 3503,"90 Street, Cairo Egypt","Karvin Massala Cairo 90 Street, Cairo Egypt ",30.0079863,31.5310395,Indian,3.5,15.0
342,458,Estro,Cairo,+20 106 643 1590,"11, Road 18 - Royal Maadi Hotel 9th Floor Maadi -Sarayat,, Cairo 11728 Egypt","Estro Cairo 11, Road 18 - Royal Maadi Hotel 9th Floor Maadi -Sarayat,, Cairo 11728 Egypt ",29.9583253,31.2693241,"Italian, Sicilian, Southern-Italian",3.5,23.0
343,459,Aida,Cairo,+20 120 728 0716,"46 Beirut Street Heliopolis, Cairo 11511 Egypt","Aida Cairo 46 Beirut Street Heliopolis, Cairo 11511 Egypt ",30.0941466,31.3264848,"Mediterranean, Fusion, Egyptian",4.5,9.0
344,462,Baba Abdo,Cairo,+20 103 274 5000,"Bab Al Foutoh Qism El-Gamaleya, Cairo 11511 Egypt","Baba Abdo Cairo Bab Al Foutoh Qism El-Gamaleya, Cairo 11511 Egypt ",30.0559611,31.2635582,Diner,4.0,8.0
345,463,il Mulino Heliopolis,Cairo,+20 121 040 0179,"Horrya Street, Cairo 11511 Egypt","il Mulino Heliopolis Cairo Horrya Street, Cairo 11511 Egypt ",30.0879603,31.3440756,Italian,3.5,11.0
346,465,Alle Botti,Cairo,+20 122 377 0040,"147 El Merghany St. El Sabaa Emarat Sq. Near To La Casetta restaurant, Cairo 11511 Egypt","Alle Botti Cairo 147 El Merghany St. El Sabaa Emarat Sq. Near To La Casetta restaurant, Cairo 11511 Egypt ",30.0918176,31.3442899,Mediterranean,4.5,6.0
347,466,Baogr,Cairo,+20 155 448 4977,"102 B Al-thawra Street, Cairo Egypt","Baogr Cairo 102 B Al-thawra Street, Cairo Egypt ",30.0820549,31.3446241,"American, Asian",5.0,3.0
348,469,The Executive Lounge,Cairo,+20 2 24063333,"Mirage City Renaissance Hotel, Cairo 11511 Egypt","The Executive Lounge Cairo Mirage City Renaissance Hotel, Cairo 11511 Egypt ",30.0746207,31.4395183,International,5.0,4.0
349,470,Cedars,Cairo,+20 2 33472537,"42 Geziret Al Arab St, Cairo 11511 Egypt","Cedars Cairo 42 Geziret Al Arab St, Cairo 11511 Egypt ",30.0557769,31.2003194,"Lebanese, Middle Eastern",4.5,10.0
350,471,Cafe Frais,Cairo,+20 2 27356725,"3 Saray El Gezirah Street Novotel Cairo El Borg,, Cairo Egypt","Cafe Frais Cairo 3 Saray El Gezirah Street Novotel Cairo El Borg,, Cairo Egypt ",30.0446823,31.2268431,"Lebanese, Cafe, International, Mediterranean, Egyptian",4.0,9.0
351,472,El Barrio Egypt,Cairo,+20 121 299 9996,"58 Beirut Street - Heliopolis Inside 1920s Boutique Hotel villa, Cairo 11511 Egypt","El Barrio Egypt Cairo 58 Beirut Street - Heliopolis Inside 1920s Boutique Hotel villa, Cairo 11511 Egypt ",30.0927649,31.3281828,"Cuban, Latin, Bar, Spanish, Pub",4.0,14.0
352,474,Studio Misr Al-Azhar Park,Cairo,+20 19002,"Salah Salam Al-Azhar Park, Cairo 11511 Egypt","Studio Misr Al-Azhar Park Cairo Salah Salam Al-Azhar Park, Cairo 11511 Egypt ",30.0444196,31.2357116,"Barbecue, Mediterranean, Middle Eastern, Egyptian",3.5,63.0
353,475,La Vela Restaurant Pizzeria Cafe,Cairo,+20 2 27537004,"6 El Borg Bldgs., Rd. 262 El Gazaer Sq. Maadi, Cairo 11511 Egypt","La Vela Restaurant Pizzeria Cafe Cairo 6 El Borg Bldgs., Rd. 262 El Gazaer Sq. Maadi, Cairo 11511 Egypt ",29.9601561,31.2569138,"Pizza, Italian, Mediterranean, European",4.0,21.0
354,477,Maharani Indian Restaurant,Cairo,+20 111 161 6157,"5th settlement _ Road 90 North Behind Bank Complex, Cairo 11511 Egypt","Maharani Indian Restaurant Cairo 5th settlement _ Road 90 North Behind Bank Complex, Cairo 11511 Egypt ",30.0084868,31.4284756,"Indian, Asian",3.5,19.0
355,479,Uncle Nouby Restaurant,Cairo,+20 111 666 4465,"N Teseen Patio Food Court, Cairo 11511 Egypt","Uncle Nouby Restaurant Cairo N Teseen Patio Food Court, Cairo 11511 Egypt ",30.0229676,31.4246603,"Arabic, International, Mediterranean, Egyptian",5.0,3.0
356,480,Cortigiano Restaurant,Cairo,25612962,"El Nasr Road The District Mall, Cairo 11511 Egypt","Cortigiano Restaurant Cairo El Nasr Road The District Mall, Cairo 11511 Egypt ",30.0917849,31.3840587,Italian,4.0,8.0
357,481,Lyfe Eatery & Juice Bar,Cairo,+20 102 985 2712,"32 Road 253, Degla, Maadi, Cairo 11511 Egypt","Lyfe Eatery & Juice Bar Cairo 32 Road 253, Degla, Maadi, Cairo 11511 Egypt ",29.9599887,31.2735503,"Japanese, Brazilian, Cafe, Healthy, South American, Hawaiian",4.5,7.0
358,482,Rotana Cafe,Cairo,+20 120 000 3488,"Corniche El Nil, Cairo 11511 Egypt","Rotana Cafe Cairo Corniche El Nil, Cairo 11511 Egypt ",30.0444196,31.2357116,"American, Lebanese, International, Egyptian, Mediterranean",4.0,9.0
359,483,Chili's,Cairo,+20 19002,"Nile City, Zamalek, Cairo 11511 Egypt","Chili's Cairo Nile City, Zamalek, Cairo 11511 Egypt ",30.0483019,31.2283641,Mexican,3.5,97.0
360,484,Cafe Riche,Cairo,23929793,"17 Talaat Harb St Downtown, Cairo 11511 Egypt","Cafe Riche Cairo 17 Talaat Harb St Downtown, Cairo 11511 Egypt ",30.046901,31.2383576,"Cafe, Middle Eastern, Egyptian, International",3.5,294.0
361,487,Abou El Sid,Cairo,+20 2 24802231,"Omar Ibn El Khattab St City Stars, 6th Flr, Cairo 11511 Egypt","Abou El Sid Cairo Omar Ibn El Khattab St City Stars, 6th Flr, Cairo 11511 Egypt ",30.0888821,31.3439725,"Middle Eastern, Egyptian, Mediterranean",3.5,24.0
362,488,Ampersand Eatery & City Garden,Cairo,+20 100 652 3367,"19 Abou El Feda St., Cairo 11511 Egypt","Ampersand Eatery & City Garden Cairo 19 Abou El Feda St., Cairo 11511 Egypt ",30.0672535,31.2160192,"Italian, French, International",4.5,7.0
363,489,Capricci Restaurant,Cairo,+20 2 25169009,"25169009 Capricci Egypt 9 Street 215, Maadi as Sarayat Al Gharbeyah, Al Maadi, Cairo Governorate, Egypt +20 2, Cairo 11511 Egypt","Capricci Restaurant Cairo 25169009 Capricci Egypt 9 Street 215, Maadi as Sarayat Al Gharbeyah, Al Maadi, Cairo Governorate, Egypt +20 2, Cairo 11511 Egypt ",29.96132,31.272479,"Italian, Cafe",5.0,6.0
364,494,Kazlak Egypt,Cairo,+20 120 000 8680,"2 Palestine Street- The Courtyard Maadi, Cairo 11511 Egypt","Kazlak Egypt Cairo 2 Palestine Street- The Courtyard Maadi, Cairo 11511 Egypt ",29.9773489,31.2845879,Steakhouse,4.0,15.0
365,498,Em Sherif Café,Cairo,+20 102 250 0345,"White By The Waterway, Fifth Settlement, Cairo 22436 Egypt","Em Sherif Café Cairo White By The Waterway, Fifth Settlement, Cairo 22436 Egypt ",30.0084868,31.4284756,"Lebanese, Cafe, Middle Eastern, Mediterranean",4.0,10.0
366,501,Oblivious,Cairo,+20 101 444 6488,"G17 Waterway 2, New Cairo, Cairo 11511 Egypt","Oblivious Cairo G17 Waterway 2, New Cairo, Cairo 11511 Egypt ",30.0291095,31.4828494,"Cafe, International",4.0,7.0
367,503,Zeitouna Lebanese Bistro,Cairo,+20 2 4619766,"2005 Corniche El Nil Nile City Towers, Cairo 11511 Egypt","Zeitouna Lebanese Bistro Cairo 2005 Corniche El Nil Nile City Towers, Cairo 11511 Egypt ",30.0718113,31.227583,"Lebanese, Mediterranean, Middle Eastern",4.0,13.0
368,505,Tempo Restaurant & Lounge,Cairo,+20 122 377 9788,"Km. 38 Cairo-Alexandria Desert Road, Cairo 11511 Egypt","Tempo Restaurant & Lounge Cairo Km. 38 Cairo-Alexandria Desert Road, Cairo 11511 Egypt ",30.0761834,30.9503195,"Bar, International, European, Pub",4.0,20.0
369,507,La Pina Restaurant & Cafe,Cairo,+20 122 407 7004,"57 El Qanal Street, Cairo 11511 Egypt","La Pina Restaurant & Cafe Cairo 57 El Qanal Street, Cairo 11511 Egypt ",30.0444196,31.2357116,"Italian, American, International, Spanish",5.0,5.0
370,513,Ama sushi,Cairo,+20 127 383 9292,"40 Baghdad St - Elkorpa, Cairo 11351 Egypt","Ama sushi Cairo 40 Baghdad St - Elkorpa, Cairo 11351 Egypt ",30.0925516,31.3267172,Arabic,4.0,7.0
371,516,Dos Canas,Cairo,+20 2 27929443,"9 Rostom Street, Cairo 11511 Egypt","Dos Canas Cairo 9 Rostom Street, Cairo 11511 Egypt ",30.0709478,31.2395895,"International, Mediterranean",3.5,19.0
372,522,Binge Cairo,Cairo,+20 122 220 5340,"Salah El Din Abdel Karim Garden8 Mall, Cairo 11511 Egypt","Binge Cairo Cairo Salah El Din Abdel Karim Garden8 Mall, Cairo 11511 Egypt ",30.0462386,31.4834413,"Mexican, American, International",4.5,4.0
373,524,Rocca Razzo,Cairo,+2 261 32 812,"38 90th Avenue South Academy Services Center Section In Front of City Bank, Cairo 11511 Egypt","Rocca Razzo Cairo 38 90th Avenue South Academy Services Center Section In Front of City Bank, Cairo 11511 Egypt ",30.0444196,31.2357116,Italian,4.0,14.0
374,526,Sno Gelato,Cairo,+20 2 25196988,"Street 216 17,st 216 Degla Maadi, Cairo 11728 Egypt","Sno Gelato Cairo Street 216 17,st 216 Degla Maadi, Cairo 11728 Egypt ",29.9628714,31.2742717,Italian,5.0,3.0
375,528,Sennara,Cairo,+20 112 449 1698,"221 El Hegaz St. in Front Of The United Bank, Cairo 11511 Egypt","Sennara Cairo 221 El Hegaz St. in Front Of The United Bank, Cairo 11511 Egypt ",30.1153686,31.3525102,"Seafood, Mediterranean, Egyptian",3.5,30.0
376,533,Dar el Amar - Zamalek,Cairo,+20 111 224 6256,"9 A Saray El Gezirah Street Inside Blue Nile Boat centre, Cairo 11511 Egypt","Dar el Amar - Zamalek Cairo 9 A Saray El Gezirah Street Inside Blue Nile Boat centre, Cairo 11511 Egypt ",30.0609422,31.219709,"Lebanese, Mediterranean",4.0,6.0
377,534,Marhaba Restaurant & Cafe,Cairo,+20 127 567 2764,"5 Michelle Lutfallah Street Behind the Marriott Hotel, Cairo 11511 Egypt","Marhaba Restaurant & Cafe Cairo 5 Michelle Lutfallah Street Behind the Marriott Hotel, Cairo 11511 Egypt ",30.0444196,31.2357116,"Mediterranean, Middle Eastern, Egyptian",4.5,5.0
378,535,Kabab Shaker,Cairo,+20 2 26310000,"44 Abdel Aziz Fahmy St., Cairo 11511 Egypt","Kabab Shaker Cairo 44 Abdel Aziz Fahmy St., Cairo 11511 Egypt ",30.1091404,31.3369539,"Egyptian, Mediterranean",4.0,11.0
379,537,Cortigiano Restaurant,Cairo,+20 100 600 5256,"Al Sadat Ext, Second New Cairo Inside Twin Plaza Mall, Cairo 11511 Egypt","Cortigiano Restaurant Cairo Al Sadat Ext, Second New Cairo Inside Twin Plaza Mall, Cairo 11511 Egypt ",30.053583,31.4309782,Italian,4.5,7.0
380,538,Fish & Chips,Cairo,+20 115 071 5825,"7 3 Rd. 222, Beside Damas Jewelry, Cairo 11511 Egypt","Fish & Chips Cairo 7 3 Rd. 222, Beside Damas Jewelry, Cairo 11511 Egypt ",30.0444196,31.2357116,Seafood,4.0,6.0
381,539,3al7atab,Cairo,+20 100 851 1115,"205 Degla Maadi Rd, Cairo 11511 Egypt","3al7atab Cairo 205 Degla Maadi Rd, Cairo 11511 Egypt ",29.9550066,31.2728399,"Italian, Pizza",5.0,3.0
382,545,Braavos Lounge,Cairo,+20 103 354 3353,"Rd 9, Maadi Al Khabiri Ash Sharqeyah, Cairo 11511 Egypt","Braavos Lounge Cairo Rd 9, Maadi Al Khabiri Ash Sharqeyah, Cairo 11511 Egypt ",29.9552869,31.2615996,Fast Food,4.0,8.0
383,547,Peppermint,Cairo,+20 120 787 7708,"El Teseen Street Dyar Mall, Infront of Gate 1 Tolipe El Narges Hotel, Cairo 11511 Egypt","Peppermint Cairo El Teseen Street Dyar Mall, Infront of Gate 1 Tolipe El Narges Hotel, Cairo 11511 Egypt ",30.0198572,31.4664987,"International, Sushi",5.0,3.0
384,548,Aperativo,Cairo,+20 2 27350543,"157 26th of July St. Zamalek, Cairo, Egypt, Cairo 11511 Egypt","Aperativo Cairo 157 26th of July St. Zamalek, Cairo, Egypt, Cairo 11511 Egypt ",30.0533567,31.239234,Italian,4.0,15.0
385,550,The Location Cafe,Cairo,+20 2 24017515,"20 St . Asmaa Zaghloul, Cairo 11511 Egypt","The Location Cafe Cairo 20 St . Asmaa Zaghloul, Cairo 11511 Egypt ",30.076958,31.3182825,"Middle Eastern, Egyptian, Mediterranean",3.5,12.0
386,551,Sweet Boutique,Cairo,+(20)25778899,"1113 Corniche El Nil Street The Nile Ritz-Carlton, Downtown, Cairo 12344 Egypt","Sweet Boutique Cairo 1113 Corniche El Nil Street The Nile Ritz-Carlton, Downtown, Cairo 12344 Egypt ",30.0460183,31.2321296,"French, Cafe",4.5,5.0
387,552,Anas Al Demshky,Cairo,+20 16206,"Nozha Street Heliopolis, Cairo 00202 Egypt","Anas Al Demshky Cairo Nozha Street Heliopolis, Cairo 00202 Egypt ",30.0895619,31.3413473,"Pizza, Fast Food, Mediterranean, Egyptian",4.0,9.0
388,555,Taboula,Cairo,+20 2 27370674,"4 Taha Hussein St, Cairo 11511 Egypt","Taboula Cairo 4 Taha Hussein St, Cairo 11511 Egypt ",30.0637886,31.2204701,"Lebanese, Mediterranean",4.0,8.0
389,556,Khulkhal Arabian Restaurant,Cairo,+20 2 27388888,"Saray El Gezira St, Cairo 11511 Egypt","Khulkhal Arabian Restaurant Cairo Saray El Gezira St, Cairo 11511 Egypt ",30.0444196,31.2357116,Middle Eastern,4.0,17.0
